id,project_name,contract_name,contract_amount,buyer,supplier,procurement_method
18,滨海县2026年度残疾人居家托养项目,滨海县2026年度残疾人居家托养项目中标公告,381.6,滨海县残疾人联合会（机关）,社会信用代码,公开招标
19,江苏省镇江技师学院飞机制造与装配专业国基地建设,江苏省镇江技师学院飞机制造与装配专业国基地建设中标公告,87.3,江苏省镇江技师学院,社会信用代码,公开招标
20,天津市河北区机关事务服务中心2026年度食堂劳务服务项目,天津市河北区机关事务服务中心 天津市河北区机关事务服务中心2026年度食堂劳务服务项目 (项目编号:GLZB2025-F-194)中标公告,104.7,天津市河北区机关事务服务中心,未知,公开招标
21,天津市蓟州区人民医院电梯维保项目,天津市蓟州区人民医院 天津市蓟州区人民医院电梯维保项目 (项目编号:JZCG-ZX-20251126)中标公告,101.69,天津市蓟州区人民医院,未知,公开招标
22,天津市肿瘤医院检测服务项目,天津市肿瘤医院 天津市肿瘤医院检测服务项目 (项目编号:BH-ZLYY20251005)中标公告,900.0,天津市肿瘤医院,未知,公开招标
23,2025年津南区治超卸载地场地租赁,天津市津南区交通运输综合行政执法支队 2025年津南区治超卸载地场地租赁 (项目编号:XYZB2025-JN-09-016)中标公告,127.6,天津市津南区交通运输综合行政执法支队,未知,公开招标
24,天津市教育科学研究院天津市中学（南开区化学）实验室仪器设备更新项目,天津市教育科学研究院 天津市教育科学研究院天津市中学（南开区化学）实验室仪器设备更新项目 (项目编号:TGPC-2025-A-0548)中标公告,47.96,天津市教育科学研究院,未知,公开招标
25,2026年西青区普通公路日常养护项目（北片上半年）,天津市西青区公路建设养护中心机关 2026年西青区普通公路日常养护项目（北片上半年） (项目编号:GLHS-20251208001)中标公告,1227.05,天津市西青区公路建设养护中心机关,未知,公开招标
26,天津医科大学校园绿化及环境卫生养护项目,天津医科大学 天津医科大学校园绿化及环境卫生养护项目 (项目编号:KQZX-2025-169)中标公告,82.42,天津医科大学,未知,公开招标
27,天津医科大学总医院污水站运行维保项目,天津医科大学总医院 天津医科大学总医院污水站运行维保项目 (项目编号:GRZX2025-C-1081)中标公告,167.2,天津医科大学总医院,未知,公开招标
28,军粮城街新市镇内外环境保障项目,天津市东丽区人民政府军粮城街道办事处机关 军粮城街新市镇内外环境保障项目 (项目编号:PYGP-2025-C-0936)中标公告,686.75,天津市东丽区人民政府军粮城街道办事处机关,未知,公开招标
29,天津市东丽区教育局2026年编外人员服务项目,天津市东丽区教育局机关 天津市东丽区教育局2026年编外人员服务项目 (项目编号:BNZB-2025-B-1130)中标公告,783.23,天津市东丽区教育局机关,未知,公开招标
30,天津市疾病预防控制中心食堂餐饮服务项目,天津市疾病预防控制中心 天津市疾病预防控制中心食堂餐饮服务项目 (项目编号:TJRD-2025-B-0141)中标公告,501.0,天津市疾病预防控制中心,未知,公开招标
31,2025年养老服务评估项目,天津市民政局机关 2025年养老服务评估项目 (项目编号:HYGP-2025-C-236)中标公告,56.82,天津市民政局机关,未知,公开招标
32,天津医科大学总医院滨海医院检验试剂及相关耗材采购项目,天津医科大学总医院滨海医院 天津医科大学总医院滨海医院检验试剂及相关耗材采购项目 (项目编号:0615-2541022381191)中标公告,1300.59,天津医科大学总医院滨海医院,未知,公开招标
33,2026年区级机关办公中心及会议中心物业服务项目,天津市东丽区机关事务服务中心机关 2026年区级机关办公中心及会议中心物业服务项目 (项目编号:TJDL-2025-D-0014)中标公告,590.93,天津市东丽区机关事务服务中心机关,未知,公开招标
34,天津商业大学浸没液冷高性能一体机及测试系统采购项目,天津商业大学 天津商业大学浸没液冷高性能一体机及测试系统采购项目 (项目编号:SYZXZC-2025-046)中标公告,138.6,天津商业大学,未知,公开招标
35,天津市第二十五中学2026年保安服务项目,天津市第二十五中学 天津市第二十五中学2026年保安服务项目 (项目编号:TJNK-2025-D-0032)中标公告,105.96,天津市第二十五中学,未知,公开招标
36,2026-2027年天津港保税区涉气污染源工况用电监控服务项目,天津港保税区城市环境管理局 2026-2027年天津港保税区涉气污染源工况用电监控服务项目 (项目编号:XYGK2025339)中标公告,129.6,天津港保税区城市环境管理局,宁波净美智能科技有限公司,公开招标
37,天津市蓟州区人工影响天气办公室炮站作业人员劳务派遣服务项目,天津市蓟州区人工影响天气办公室机关 天津市蓟州区人工影响天气办公室炮站作业人员劳务派遣服务项目 (项目编号:JZCG2025-XH-014)中标公告,132.99,天津市蓟州区人工影响天气办公室机关,未知,公开招标
38,天津公安警官职业学院物业管理项目,天津公安警官职业学院 天津公安警官职业学院物业管理项目 (项目编号:TGPC-2025-D-1323)中标公告,306.31,天津公安警官职业学院,未知,公开招标
39,12345政务服务便民热线服务项目,天津市津南区网格化管理中心机关 12345政务服务便民热线服务项目 (项目编号:ZDZB-2025-097)中标公告,94.0,天津市津南区网格化管理中心机关,未知,公开招标
40,天津中医药大学第一附属医院中医药传承创新工程暨北院区提升改造工程食堂设备采购项目,天津中医药大学第一附属医院 天津中医药大学第一附属医院中医药传承创新工程暨北院区提升改造工程食堂设备采购项目 (项目编号:TJYNSJ-2025-H-128)中标公告,143.9,天津中医药大学第一附属医院,未知,公开招标
41,天津市津南区生态环境局-津南区生态环境一体化智慧监管平台项目,天津市津南区生态环境局机关 天津市津南区生态环境局-津南区生态环境一体化智慧监管平台项目 (项目编号:TGPC-2025-D-1328)中标公告,226.0,天津市津南区生态环境局机关,未知,公开招标
42,采编设备和办公设备购置项目(二包)二次中标公告,采编设备和办公设备购置项目(二包)二次中标公告,37.93,环县融媒体中心,供应商联系地址,公开招标
43,重庆市应急管理系统综合行政执法制式服装和标志采购,重庆市应急管理系统综合行政执法制式服装和标志采购(CQS25A04604)中标（成交）结果公告,4735750.0,重庆市应急管理局,重庆段氏服饰实业有限公司,公开招标
44,青海省住房公积金数字化监督管理和服务赋能平台建设项目,青海省住房公积金数字化监督管理和服务赋能平台建设项目中标(成交)结果公告,1188.4,青海省住房和城乡建设厅,(排名及总分）,公开招标
45,武汉市公安局江夏区分局本级2025-2026年度江夏区交通设施及智能交通设施维护维修项目中标(成交)结果公告,武汉市公安局江夏区分局本级2025-2026年度江夏区交通设施及智能交通设施维护维修项目中标(成交)结果公告,96.0,武汉市公安局江夏区分局本级,扬州市润通交通设施工程有限公司,公开招标
46,武汉市公安局硚口区分局分局2026辅警及禁毒社工劳务派遣服务结果公告,武汉市公安局硚口区分局分局2026辅警及禁毒社工劳务派遣服务结果公告,0.05,武汉市公安局硚口区分局,湖北华夏创业管理顾问有限公司,公开招标
47,中共濮阳市委政法委员会濮阳市社会治安综合治理信息平台优化提升项目,中共濮阳市委政法委员会濮阳市社会治安综合治理信息平台优化提升项目-中标公告,262.35,中共濮阳市委政法委员会,地 址,公开招标
48,2026年东莞市公安局松山湖分局高清治安视频图像扩建项目（第二期）光纤租赁服务采购项目,2026年东莞市公安局松山湖分局高清治安视频图像扩建项目（第二期）光纤租赁服务采购项目结果公告,856.09,东莞市公安局松山湖分局,未知,公开招标
49,吉林省吉林中西医结合医院购买布草租赁洗涤服务项目,中聚新盛（北京）工程项目管理有限公司关于吉林省吉林中西医结合医院购买布草租赁洗涤服务项目中标(成交)结果公告,168.5,吉林省吉林中西医结合医院,未知,公开招标
50,中国共产党宁夏回族自治区委员会党校（宁夏行政学院）应用系统迁移适配项目（一、三、四、五标段）,中国共产党宁夏回族自治区委员会党校（宁夏行政学院）应用系统迁移适配项目（一、三、四、五标段）竞争性磋商采购结果公告,84.93,中国共产党宁夏回族自治区委员会党校,未知,公开招标
51,金溪县2025年度国土变更调查项目,［江西省公共资源交易平台］江西博信工程咨询有限公司关于金溪县2025年度国土变更调查项目（项目编号：JXBX-25030-JC ）的成交结果公告,86.0,金溪县自然资源局,抚州市城市勘测规划设计有限公司,公开招标
52,吉州区原林权登记成果清理规范及整合建库工作项目,［江西省公共资源交易平台］吉州区原林权登记成果清理规范及整合建库工作项目结果公示,56.38,吉安市自然资源局吉州分局综合服务中心,北京天耀宏图科技股份有限公司,公开招标
53,弋阳县城区环卫第三轮政府购买服务项目,［江西省公共资源交易平台］江西省铜咨招标咨询有限公司关于弋阳县城区环卫第三轮政府购买服务项目（招标编号：JXTZ2025010141）公开招标结果公告,1951.08,弋阳县城市管理局,星原城市服务科技集团有限公司,公开招标
54,修水县生活垃圾应急（飞灰固化物）填埋运营管理（第二次）,［江西省公共资源交易平台］修水县生活垃圾应急（飞灰固化物）填埋运营管理（第二次）结果公示,154.99,修水县城市管理局,江西泽和环保科技有限公司,公开招标
55,2025年信丰县X065油山至深坑公路养护大中修工程项目,［江西省公共资源交易平台］江西六禧招标咨询有限公司关于江西省信丰县交通运输局2025年信丰县X065油山至深坑公路养护大中修工程项目（项目编号:JXLX2025-XF-C024）电子化竞争性磋商的成交结果公告（不见面开标）,272.12,信丰县交通运输局本级,江西驰通万建设工程有限公司,公开招标
56,瑞金市2025年高素质农民培训服务（常规班）,［江西省公共资源交易平台］赣州无为招标代理有限公司关于江西省瑞金市农业农村局瑞金市2025年高素质农民培训服务项目（常规班）（项目编号：GZWW2025-RJ-J008-1品目二）的结果公示,20.6,瑞金市农业农村局,瑞金市瀚元职业培训学校,公开招标
57,抚州市临川区应急医疗救助体系建设项目智能化设备采购,［江西省公共资源交易平台］抚州汇采项目管理咨询有限公司关于抚州市临川区应急医疗救助体系建设项目智能化设备采购 （项目编号：FZHC2025G001）成交结果公示,458.86,抚州市临川区卫生健康委员会,中国移动通信集团江西有限公司抚州分公司,公开招标
58,2025年瑞金市高素质农民教育培训服务(农机驾驶员培训专题班）,［江西省公共资源交易平台］赣州无为招标代理有限公司关于江西省瑞金市农业农村局瑞金市2025年高素质农民培训服务项目（农机驾驶员培训专题班）（项目编号：GZWW2025-RJ-J008-1品目一）的结果公示,28.59,瑞金市农业农村局,赣州农业学校,公开招标
59,被服等租赁（含洗涤）服务采购项目,［江西省公共资源交易平台］江西鑫磊工程造价咨询有限公司关于吉安市中心人民医院被服等租赁（含洗涤）服务采购项目（编号：赣鑫磊政采字[2025]37号）结果公告,0.01,吉安市中心人民医院,吉安智布云科技有限公司,公开招标
60,东华理工大学矢量网络分析仪采购项目,［江西省公共资源交易平台］江西省百巨招标咨询有限公司关于东华理工大学矢量网络分析仪采购项目（项目编号：JXBJ25121385802）竞争性谈判成交公告,17.96,东华理工大学,上海何亦仪器仪表有限公司,公开招标
61,市直机关公务用车租赁服务项目,吕梁市机关事务服务中心竞争性磋商市直机关公务用车租赁服务项目结果公告,61.32,吕梁市机关事务服务中心,未知,公开招标
62,宜昌市点军区环卫设施更新改造升级项目（餐厨垃圾处理及配套设备购置）中标结果公告,宜昌市点军区环卫设施更新改造升级项目（餐厨垃圾处理及配套设备购置）中标结果公告,1152.0,宜昌市点军区城市管理执法局,大楚环保（湖北）有限公司,公开招标
63,厦门市公安局巡特警支队物业管理服务,厦门市公安局巡特警支队物业管理服务结果公告（采购包1）,6030000.0,厦门市公安局巡特警支队,厦门住总物业管理有限公司,公开招标
64,2025年度土地供应相关工作技术服务中标成交公告,2025年度土地供应相关工作技术服务中标成交公告,54.2,襄阳市自然资源和城乡建设局本级,襄阳市测绘研究院,公开招标
65,良渚街道社区卫生服务中心医用气体管道系统采购项目,金信联合建设咨询有限公司关于良渚街道社区卫生服务中心医用气体管道系统采购项目中标(成交)结果公告,238.18,杭州市余杭区人民政府良渚街道办事处,未知,公开招标
66,青龙满族自治县林业局青龙板栗产业品牌建设项目,青龙满族自治县林业局青龙板栗产业品牌建设项目成交公告,148.8,青龙满族自治县林业局本级,未知,公开招标
67,2025年汉中市消防救援支队消防救援装备暨储备物资采购项目（第四批次）,2025年汉中市消防救援支队消防救援装备暨储备物资采购项目（第四批次）第一标段中标公告,284500.0,汉中市消防救援支队,陕西沃能电子科技有限公司,公开招标
68,四川省妇女儿童中心儿童体验馆2期,四川省妇女联合会四川省妇女儿童中心儿童体验馆2期中标（成交）结果公告,5676453.35,四川省妇女联合会,四川金夷建筑工程有限责任公司,公开招标
69,罗源县防汛应急抢险排水设备采购,罗源县防汛应急抢险排水设备采购结果公告（采购包1）,1900000.0,罗源县住房和城乡建设局,长沙金阳华汛专用汽车制造有限公司,公开招标
70,武汉市第二社会福利院2026年食材配送服务项目中标结果公告,武汉市第二社会福利院2026年食材配送服务项目中标结果公告,87.0,武汉市第二社会福利院,中百仓储超市有限公司,公开招标
71,山西太行干部学院2026年学员食材采购,山西太行干部学院2026年学员食材采购结果公告,0.0,山西太行干部学院,未知,公开招标
72,南涧县城环境卫生、园林绿化及乡镇集镇所在地生活垃圾转运市场化运营项目,南涧县城环境卫生、园林绿化及乡镇集镇所在地生活垃圾转运市场化运营项目中标结果公告,2365.14,南涧彝族自治县环境卫生管理站,大理绿铭环境发展有限公司,公开招标
73,武汉铁路公安局襄阳公安处转制后退休民警2026年春节慰问物资采购,武汉铁路公安局襄阳公安处转制后退休民警2026年春节慰问物资采购中标公告,150150.0,武汉铁路公安局,湖北省荣汇园食品有限公司,公开招标
74,LED电影放映大屏,LED电影放映大屏结果公告（采购包1）,798600.0,福清市退役军人事务局,福建知源天创信息科技有限公司,公开招标
75,执法记录采集设备采购项目,执法记录采集设备采购项目结果公告,632000.0,执法现场记录采集设备,联通数字科技有限公司辽宁省分公司,公开招标
76,临汾市中医医院His系统接口项目,临汾市中医医院单一来源采购临汾市中医医院His系统接口项目结果公告,107.8,临汾市中医医院,未知,公开招标
77,武汉市新洲区水务和湖泊局武汉市新洲区6个湖泊蓝线保护规划修编服务结果公告,武汉市新洲区水务和湖泊局武汉市新洲区6个湖泊蓝线保护规划修编服务结果公告,100.0,武汉市新洲区水务和湖泊局,未知,公开招标
78,武汉市汉阳区人民政府建桥街道办事处2026年环卫清扫保洁服务项目结果公告,武汉市汉阳区人民政府建桥街道办事处2026年环卫清扫保洁服务项目结果公告,457.68,武汉市汉阳区人民政府建桥街道办事处,武汉融合通实业有限公司,公开招标
79,冗渡安置区基础设施维修维护项目,冗渡安置区基础设施维修维护项目的中标(成交)结果公告,109.4,册亨县冗渡镇人民政府,未知,公开招标
80,市级储备粮（大米）组织采购、承储和轮换服务招标项目（专门面向中小企业）,哈尔滨市粮食和物资储备局市级储备粮（大米）组织采购、承储和轮换服务招标项目（专门面向中小企业）中标（成交）结果公告,134.7,哈尔滨市粮食和物资储备局,未知,公开招标
81,陵川县城南友谊小学智慧黑板购置项目,陵川县城南友谊小学智慧黑板购置项目结果公告,58.3,陵川县崇文镇中心学校,未知,公开招标
82,武汉理工大学2026年生日慰问品提货劵,武汉理工大学2026年生日慰问品提货劵中标公告,1920000.0,武汉理工大学,武汉中商超市连锁有限公司,公开招标
83,数据中心国产超融合私有云升级扩容项目,云之龙咨询集团有限公司关于数据中心国产超融合私有云升级扩容项目（GLZC2025-G3-990645-YZLZ）中标结果公告,77.8,桂林市中西医结合医院,未知,公开招标
84,数据中心超融合私有云升级扩容采购,云之龙咨询集团有限公司关于数据中心超融合私有云升级扩容采购（GLZC2025-G3-990648-YZLZ）中标结果公告,77.3,桂林市中西医结合医院,未知,公开招标
85,实验室设备一批,实验室设备一批结果公告（采购包1）,555200.0,福州大学附属省立医院,福州合一电子科技有限公司,公开招标
86,嘉峪关市城区人民法院审判业务信息化建设提升改造项目,嘉峪关市城区人民法院审判业务信息化建设提升改造项目中标（成交）结果公告,263.93,嘉峪关市城区人民法院,未知,公开招标
87,巴南区城市道路照明节能改造项目（服务）,巴南区城市道路照明节能改造项目（服务）(BNQ25C00075)中标（成交）结果公告,61.0,重庆市巴南区城市管理局,重庆润兴数智能源科技有限公司,公开招标
88,2026-2028年大农港泵站等12座闸泵站养护服务,浙江浙坤工程管理有限公司关于2026-2028年大农港泵站等12座闸泵站养护服务中标(成交)结果公告,739.2,杭州市上城区综合行政执法局,未知,公开招标
89,元江县因远镇中心卫生院云南省重点中心卫生院提质建设项目医疗设备采购项目,元江县因远镇中心卫生院云南省重点中心卫生院提质建设项目医疗设备采购项目中标公告,94.38,元江县因远镇中心卫生院,四川物产中大医药有限公司,公开招标
90,博州边境管理支队2026年物业服务采购项目,博州边境管理支队2026年物业服务采购项目中标结果公告,8806800.0,博州边境管理支队,博州阳光兴盛物业管理有限公司,公开招标
91,广州市司法局2025-2026年信息化运维项目,广州市司法局2025-2026年信息化运维项目（CZ2025-1591）结果公告,1106.62,广州市司法局,未知,公开招标
92,宁波市公安局海曙区分局刑事诉讼涉案财物管理项目,宁波市公安局海曙区分局刑事诉讼涉案财物管理项目成交结果公告,156.0,宁波市公安局海曙区分局,未知,公开招标
93,武汉市青山区城市管理执法局青山区2025年开发边界优化规划编制结果公告,武汉市青山区城市管理执法局青山区2025年开发边界优化规划编制结果公告,59.5,武汉市青山区城市管理执法局,武汉市自然资源保护利用中心,公开招标
94,阳新县农业农村局本级阳新县2025年和美乡村示范带建设项目监理服务中标（成交）结果公告,阳新县农业农村局本级阳新县2025年和美乡村示范带建设项目监理服务中标（成交）结果公告,37.6,阳新县农业农村局本级,中鸿荣造项目管理有限公司,公开招标
95,2026-2028年三堡排灌站等13座闸泵站养护服务,浙江浙坤工程管理有限公司关于2026-2028年三堡排灌站等13座闸泵站养护服务中标(成交)结果公告,732.3,杭州市上城区综合行政执法局,未知,公开招标
96,邓村乡2026年度集镇及压缩站垃圾清运清扫服务项目成交结果公告,邓村乡2026年度集镇及压缩站垃圾清运清扫服务项目成交结果公告,54.59,宜昌市夷陵区邓村乡党群服务中心（宜昌市夷陵区邓村乡退役军人服务站）,湖北环美环境治理有限责任公司,公开招标
97,2026-2028年白石港闸等13座闸泵站养护服务,浙江浙坤工程管理有限公司关于2026-2028年白石港闸等13座闸泵站养护服务中标(成交)结果公告,780.9,杭州市上城区综合行政执法局,未知,公开招标
98,吕梁市吕梁山西麓三北工程林草湿荒一体化保护修复项目方山县2025年中幼林抚育,吕梁市吕梁山西麓三北工程林草湿荒一体化保护修复项目方山县2025年中幼林抚育结果公告,79.96,方山县林业局,未知,公开招标
99,国家税务总局濮阳市税务局2026年物业管理服务项目,国家税务总局濮阳市税务局2026年物业管理服务项目中标结果公告,996000.0,国家税务总局濮阳市税务局,濮阳市恒基物业管理有限公司,公开招标
100,揭阳市惠来县惠城镇墩高片区人居环境综合整治项目-机械式停车场、成品屋,揭阳市惠来县惠城镇墩高片区人居环境综合整治项目-机械式停车场、成品屋结果公告,227.2,惠来县惠城镇人民政府,未知,公开招标
101,兴宾区2025年耕地保护暨国土日常变更调查服务工作项目,广西科宏建设项目管理有限公司关于兴宾区2025年耕地保护暨国土日常变更调查服务工作项目中标公告,471.38,来宾市兴宾区自然资源局,未知,公开招标
102,吕梁市吕梁山西麓三北工程林草湿荒一体化保护修复项目方山县2025年退化林修复,吕梁市吕梁山西麓三北工程林草湿荒一体化保护修复项目方山县2025年退化林修复结果公告,973.16,方山县林业局,未知,公开招标
103,行政辅助事项,行政辅助事项的中标（成交）结果公告,0.0,上海市浦东新区城市管理综合行政执法局,未知,公开招标
104,抚松县2025年农村供水保障巩固提升工程,吉林省鹏诚项目管理咨询有限公司关于抚松县2025年农村供水保障巩固提升工程中标(成交)结果公告,254.26,抚松县农村饮水工程建设和科技服务中心,未知,公开招标
105,巫溪县数智健康中心信息化建设项目,巫溪县数智健康中心信息化建设项目(WXX25C00057)中标（成交）结果公告,2356000.0,巫溪县人民医院,中国电信股份有限公司巫溪分公司,公开招标
106,滨海县2026年度残疾人居家托养项目,滨海县2026年度残疾人居家托养项目中标公告,381.6,滨海县残疾人联合会（机关）,社会信用代码,公开招标
107,植土所汽车租赁服务中标（成交）结果公告,植土所汽车租赁服务中标（成交）结果公告,96.0,湖北省农业科学院植保土肥研究所,武汉永锋汽车服务有限公司,公开招标
108,湖北师范大学2026年零星维修项目（水电类）成交公告,湖北师范大学2026年零星维修项目（水电类）成交公告,94.0,湖北师范大学,中亿建设（安阳）有限公司,公开招标
109,荆门市公路交通站运维服务竞争性磋商成交结果公告,荆门市公路交通站运维服务竞争性磋商成交结果公告,19.58,荆门市生态环境局,聚光科技（杭州）股份有限公司,公开招标
110,省属重点医院先进医疗设备更新项目（二）,省属重点医院先进医疗设备更新项目（二）结果公告（采购包1）,4000800.0,海南省老年病医院,广东广弘医药有限公司,公开招标
111,残疾人就业服务网络系统运行维护项目,吉林省君合项目管理咨询有限公司关于残疾人就业服务网络系统运行维护项目中标(成交)结果公告,76.45,吉林省残疾人就业服务中心（吉林省残疾人信息中心）,未知,公开招标
112,2025年郧西县全民健身设施器材采购与安装项目中标成交公告,2025年郧西县全民健身设施器材采购与安装项目中标成交公告,78.9,郧西县文化和旅游局本级,湖北省佳盛科教设备有限公司,公开招标
113,五峰交管大队驾驶人理论考场建设项目成交公示,五峰交管大队驾驶人理论考场建设项目成交公示,11.95,五峰土家族自治县公安局本级,郑州市加滋杰信息技术有限公司,公开招标
114,中南大学交叉学科大楼空调及配套安装采购项目,中南大学交叉学科大楼空调及配套安装采购项目中标公告,5788588.0,中南大学,湖南正海现代实验室设备有限公司,公开招标
115,市本级运营期PPP项目2024年绩效评价服务项目,市本级运营期PPP项目2024年绩效评价服务项目结果公告,55.19,晋中市住房和城乡建设局,未知,公开招标
116,东南大学生物科学与医学工程学院快速基因测序仪采购项目,东南大学生物科学与医学工程学院快速基因测序仪采购项目中标公告,940000.0,东南大学,江苏海外集团国际技术工程有限公司,公开招标
117,海原县教育体育局2025年海原县薄弱环节改善和能力提升设备采购项目(二)七标段、八标段,海原县教育体育局2025年海原县薄弱环节改善和能力提升设备采购项目(二)七标段、八标段中标公告,220.48,海原县教育体育局,未知,公开招标
118,梅县区政务和数据局租赁政务外网和业务专网线路（2026-2027年）项目,梅县区政务和数据局租赁政务外网和业务专网线路（2026-2027年）项目结果公告,460.55,梅州市梅县区政务服务和数据管理局,未知,公开招标
119,黄陵县2024年土地综合整治项目,黄陵县自然资源局黄陵县2024年土地综合整治项目中标结果公告,4749866.81,黄陵县自然资源局,延安朝恒建筑工程有限公司,公开招标
120,国家税务总局奎屯市税务局2026年食堂食材采购项目,国家税务总局奎屯市税务局2026年食堂食材采购项目中标公告,928000.0,国家税务总局奎屯市税务局,奎屯鼎鲜商贸有限公司,公开招标
121,宁波市不可移动文物专项规划编制项目,宁波市国际招标有限公司关于宁波市不可移动文物专项规划编制项目中标(成交)结果公告,198.5,宁波市文化广电旅游局,未知,公开招标
122,交管支队2026年协警服务采购项目,上海铁路公安局徐州公安处交管支队2026年协警服务采购项目中标公告,1966800.0,上海铁路公安局徐州公安处,江苏精武特卫保安服务有限公司,公开招标
123,海曙区2026-2028年零星交通安全设施维护项目（含国省道标志标线增设与维护）,宁波中磊工程管理咨询有限公司关于海曙区2026-2028年零星交通安全设施维护项目（含国省道标志标线增设与维护）中标(成交)结果公告,0.0,宁波市海曙区公路与运输管理中心,未知,公开招标
124,国家税务总局陕西省税务局2025年数据服务项目,国家税务总局陕西省税务局2025年数据服务项目中标公告,1505000.0,国家税务总局陕西省税务局,浙江天正信息科技有限公司,公开招标
125,北京大学第三医院秦皇岛医院宁海院区1号楼物业服务项目,北京大学第三医院秦皇岛医院宁海院区1号楼物业服务项目公开招标中标公告,569.32,北京大学第三医院秦皇岛医院,未知,公开招标
126,2025年度衡水市特种设备技术中心业务辅助服务采购项目,衡水市特种设备技术中心2025年业务辅助服务采购项目（二次）中标结果公告,68.02,衡水市特种设备技术中心,未知,公开招标
127,保定市矿业权批后监管（2025-2026年）项目,保定市矿业权批后监管（2025-2026年）项目（二次）中标公告,60.5,保定市自然资源和规划局本级,未知,公开招标
128,秦皇岛市工人医院移动式C形臂X射线机,秦皇岛市工人医院移动式C形臂X射线机中标公告,59.2,秦皇岛市工人医院,未知,公开招标
129,国家税务总局陕西省税务局2025年应用支撑平台等系统运行维护项目,国家税务总局陕西省税务局2025年应用支撑平台等系统运行维护项目中标公告,358800.0,国家税务总局陕西省税务局,中煤航测遥感集团有限公司,公开招标
130,绛县低级别不可移动文物安全监管平台项目,绛县低级别不可移动文物安全监管平台项目结果公告,157.16,绛县文物保护中心,未知,公开招标
131,武汉市硚口区民政局2026年硚口区民政局社会救助能力提升项目结果公告,武汉市硚口区民政局2026年硚口区民政局社会救助能力提升项目结果公告,39.2,武汉市硚口区民政局,武汉市慧琛社会工作服务中心,公开招标
