company_name,credit_code,registration_date,company_type,legal_representative,registered_capital,registered_capital_value,registered_capital_unit,province,city,registration_address,business_scope,is_agriculture,is_manufacturing,company_scale,business_keyword_count,data_quality_score
合肥 小 胖妞 进出口 有限公司,91340104MA2TD0Q38J,2019-01-02,未知类型,王亚飞,"1,000(万元)",0.0,万元,安徽,合肥,安徽省 合肥市 蜀山区 经济 开发区 湖光 路 自主 创新 产业基地 三期 ( 南区 ) B座 5 层 501 室,自营 和 代理 各类 商品 和 技术 的 进出口 业务 国家 限定 企业 经营 或 禁止 进出口 的 商品 和 技术 除外 ； 国内贸易 代理 。,否,否,微型,26,6
合肥 女人 花 商贸 有限公司,91340121MA2TD0J687,2019-01-02,未知类型,周宗玲,20(万元),20.0,万元,安徽,合肥,安徽 长丰 双凤 经济 开发区 北城 世纪 城 颐徽苑 7 # 2101 室,日用百货 化妆品 护肤品 美容 产品 酒 办公用品 预 包装 食品 服装鞋帽 工艺品 五金交电 建筑材料 劳保用品 安防 设备 机械设备 的 批发 兼 零售 ( 含 网上 ) ； 卷烟 零售 ； 护肤品 品牌 推广 及 网络营销 ； 美容 服务 。,否,否,小型,39,8
亳州市 谯城区 殷 介福 企业 咨询 管理 有限公司,91341602MA2TD29R16,2019-01-02,未知类型,丰晓东,10(万元),10.0,万元,安徽,亳州,安徽省 亳州市 谯城区 经济 开发区 张良路 东侧 现代 中药 产业 孵化 基地 1 号楼 1413,商务 咨询服务 ； 会议 及 展览 服务 ； 市场 调查 ； 市场推广 服务 ； 市场 营销策划 ； 医药 信息 咨询 企业 管理 咨询服务 。,否,否,小型,24,8
合肥市 闪货丁 商贸 有限公司,91340111MA2TD06N4P,2019-01-02,未知类型,郭为同,500(万元),500.0,万元,安徽,合肥,合肥市 包河区 广西 路 2601 号 金泉 小区 10 栋商 101,五金产品 批发 。,否,否,中型,3,8
合肥 启御 广告 有限公司,91340111MA2TD1ET7R,2019-01-02,未知类型,韩雅馨,500(万元),500.0,万元,安徽,合肥,合肥市 包河区 徽州 大道 5136 号 滨湖 世纪 城滨苑 B 栋 2106 室,国内 广告设计 制作 代理 发布 ； 网络科技 领域 内 的 技术推广 技术 服务 ； 网页 制作 ； 网站 建设 ； 网络工程 ； 计算机系统 设计 集成 ； 计算机 软硬件 开发 销售 及 维护 ； 网络设备 安装 及 维护 ； 企业形象 策划 ； 企业 营销策划 ； 企业 管理 咨询 ； 商务信息 咨询 ； 品牌 策划 ； 平面设计 ； 电脑 图文 设计 及 咨询 ； 办公用品 销售 。,否,否,中型,65,8
亳州 经纬 检测 技术 有限公司,91341600MA2TCYDK1C,2019-01-02,未知类型,马李侠,100(万元),100.0,万元,安徽,亳州,安徽省 亳州市 谯城区 药王 大道 66 号 亳州 青年 创客 空间 701 室,企业 管理 咨询 ， 认证 服务 ， 从事 检测 技术 领域 内 的 技术 服务 技术咨询 ， 食品 检验 服务 ， 药品 检验 服务 ， 化肥 检验 服务 ， 计量 服务 ， 室内 装修 气体 检测 服务 。,否,否,中型,38,8
亳州市 福兴 缘 食品 有限公司,91341600MA2TD13508,2019-01-02,未知类型,徐亚涛,200(万元),200.0,万元,安徽,亳州,安徽省 亳州市 经开区 王詹庄 西头 路南 5 户,食品 销售 ， 日用百货 销售 。,否,否,中型,6,8
临泉县 鲜 蔬乐 商贸 有限公司,91341221MA2TCYYR2Y,2019-01-02,未知类型,李存,100(万元),100.0,万元,安徽,阜阳,安徽省 阜阳市 临泉县 高塘镇 高塘 村委会 李 大寨 71 号,蔬菜水果 鲜肉 禽类 蛋类 奶类 水产品 糕点 生鲜 米 面制品 食用油 冷冻 食品 预 包装 食品 调味品 散装 食品 线 上线 下 销售 及 配送 服务 。,否,否,中型,27,8
合肥 华软 信达 科技 有限公司,91340104MA2TCYDM8P,2019-01-02,未知类型,张倩,300(万元),300.0,万元,安徽,合肥,安徽省 合肥市 蜀山区 清溪 路 长城 天一 家园 7 栋 1305 室,软件 研发 销售 和 售后服务 ； 计算机 及 配件 销售 ； 电子产品 研发 及 销售 ； 安防 工程 ； 网络工程 的 施工 及 集成 服务 。,否,否,中型,26,8
合肥 奕 发 机械设备 有限公司,91340104MA2TCYK7XC,2019-01-02,未知类型,刘义发,50(万元),50.0,万元,安徽,合肥,安徽省 合肥市 蜀山区 经济 开发区 汶水 路 电商 园 三期 三栋 GF 区 4 层 43234 号,机械设备 及 配件 流体 设备 制造 加工 批发 零售 ； 阀门 管道配件 环保 设备 金属 设备 五金交电 日用百货 电子产品 批发 零售 。,否,是,小型,22,8
亳州市 经开区 恩祥 养殖场,92341600MA2TD0XU3H,2019-01-02,个体工商户,王恒,0(万元),0.0,万元,安徽,亳州,亳州市 经开区 十九 里 镇 马寨 行政村 周 小楼 2 号,家禽 养殖 销售 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动,是,否,微型,19,8
合肥 东之恒 劳务 服务 有限公司,91340121MA2TD0E90T,2019-01-02,未知类型,樊恒东,166(万元),166.0,万元,安徽,合肥,安徽 长丰 双凤 经济 开发区 蒙城 北路 与 金珠路 交口 阿奎 利亚 九 组团 7 幢 2904 室,劳务 分包 除 劳务 派遣 ； 装卸 搬运 服务 ； 人力资源 信息 咨询 ； 企业 用工 管理 咨询 ； 企业 策划 ； 人才 供求信息 的 收集整理 储存 发布 和 咨询服务 ； 机电设备 安装 ； 五金建材 销售 。,否,否,中型,37,8
合肥 德鑫居 房地产 代理 销售 有限公司,91340111MA2TD1W713,2019-01-02,未知类型,陶玉能,50(万元),50.0,万元,安徽,合肥,安徽省 合肥市 经济 技术开发区 翡翠 路西 ， 丹霞 路北 天时 广场 A - 1 幢 108 室,房产 销售 代理 中介 服务 及 信息 咨询 ； 房屋 营销策划 ； 房屋 租赁 ； 室内外 装饰 工程 。,否,否,小型,19,8
五河县 华客 植保 专业 合作社,93340322MA2TD02G1K,2019-01-02,未知类型,卞敏杰,50万元人民币,0.0,万元,安徽,蚌埠,五河县 申 集镇 彭集 村大 李组 103 号,"农作物 病虫害 防治 活动 ; 农业机械 经营 租赁 ; 种子 农药 ( 不 含 危险 化学品 ) 及 化肥 的 销售 。 ( 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动 )",否,否,微型,40,6
合肥市 锐 之 目光 学 科技 有限公司,91340111MA2TCYM3XP,2019-01-02,未知类型,孟爱武,5(万元),5.0,万元,安徽,合肥,合肥市 包河区 福州 路易 菲堡 大厦 3 楼 315 室,光学 科技领域 内 的 技术 研发 技术 服务 及 技术推广 ； 视力 保健 ； 配镜 服务 ； 预 包装 食品 眼镜 眼部 保健品 及 二类 医疗器械 销售 。,否,否,微型,28,8
合肥 兴远运 汽车 服务 有限公司,91340104MA2TD2A231,2019-01-02,未知类型,王成云,30(万元),30.0,万元,安徽,合肥,安徽省 合肥市 蜀山区 习友路 999 号 九重 锦园 12 幢 商 105,汽车 美容 装潢 保养 服务 ； 汽车轮胎 销售 及 安装 ； 汽车配件 二手车 销售 。,否,否,小型,15,8
合肥市 麦田 奇迹 企业 服务 有限公司,91340102MA2TD1721M,2019-01-02,未知类型,汝鑫,10(万元),10.0,万元,安徽,合肥,安徽省 合肥市 瑶海区 临泉 东路 与 广德 路 交口 西南角 智慧 公馆 8 幢 1802,企业 咨询服务 ； 企业 管理 ； 会计 审计 及 税务 服务 ； 代理 记账 服务 ； 财税 信息 咨询 ； 企业 营销策划 与 推广 ； 项目 可行性研究 报告 节能 评估 报告 编制 ； 商业 运营 管理 ； 房屋 租赁 ； 办公用品 电子设备 计算机 软硬件 礼品 日用百货 销售 。,否,否,小型,48,8
合肥市 亚樵 建设工程 有限公司 明光 分公司,91341182MA2TD1T647,2019-01-02,未知类型,尚平勇,0(万元),0.0,万元,安徽,滁州,明光市 女山 湖镇 移民 新区 43 栋 47 号,建筑工程 市政 公用 工程装饰 装修 工程 园林绿化 工程 钢结构 工程 公路工程 。,否,否,微型,12,6
合肥 亿启莱 汽车 服务 有限责任 公司,91340111MA2TD1XJ6K,2019-01-02,未知类型,李晶,200(万元),200.0,万元,安徽,合肥,安徽省 合肥市 经济 技术开发区 翡翠 路 以西 ， 金炉路 以南 港澳 广场 A 区办 710,汽车 租赁 ； 车辆 电子设备 销售 及 安装 服务 ； 二手车 信息 咨询 ； 代驾 服务 ； 汽车用品 销售 ； 汽车配件 五金机械 设备 的 销售 ； 项目 信息 咨询 ； 经济 信息 咨询 。,否,否,中型,34,8
六安 敏洁 劳务 服务 有限公司,91341503MA2TCY4D7U,2019-01-02,未知类型,张华,300(万元),300.0,万元,安徽,六安,六安市 裕安区 罗集 乡 兴隆 街道 居委会 村部,劳务 服务 劳务 分包 清洁 服务 家政 服务 物业管理 室内外 装潢 园林绿化 水电 安装 中药材 栽培 销售 ， 电力 线路 维护 。,否,否,中型,22,8
合肥 微视 聚 广告 传媒 有限公司,91340104MA2TD0NM4D,2019-01-02,未知类型,容葛徽,120(万元),120.0,万元,安徽,合肥,安徽省 合肥市 蜀山区 金寨 南路 157 - 1 号 中辰 假日 广场 1402,设计 制作 代理 发布 国内 广告 ； 文化 艺术交流 活动 策划 ； 市场 营销策划 ； 企业形象 策划 ； 展览 展示 服务 ； 会务 服务 ； 摄影 摄像 服务 ； 演出 经纪 业务 ； 美陈 设计 ； 舞美设计 ； 平面设计 ； 网页 设计 ； 动画设计 ； 数字 沙盘 效果图 设计 ； 企业 管理 咨询 ； 场地 布置 ； 工艺礼品 文化教育 用品 建材 酒店用品 通讯设备   日用品 服装鞋帽 家具 玩具 木制品 塑料制品 的 销售 ； 广告 材料 销售 及 租赁 。,否,否,中型,78,8
凤阳县 大 溪河 镇天珍 养殖场,92341126MA2TD2521K,2019-01-02,个体工商户,孙天珍,0(万元),0.0,万元,安徽,滁州,安徽省 滁州市 凤阳县 大 溪河 镇 二郎 村 刘嘴队 26 号,鹌鹑 养殖 销售 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动,是,否,微型,19,8
合肥 三 小牛 供应链 管理 有限公司,91340121MA2TD0JH8J,2019-01-02,未知类型,刘涛,50(万元),50.0,万元,安徽,合肥,安徽 长丰 双凤 经济 开发区 宝湾 国际 物流配送 中心 二楼,供应链 管理 ； 谷物 仓储 棉花 仓储 其他 农产品 仓储 除 危险品 ； 仓储 代理服务 ； 其他 仓储业 不 含 原油 仓储 成品油 仓储 燃气 仓储 危险品 仓储 ； 国际 货运 代理服务 ； 物流 代理服务 ； 货物 打包 装卸 运输 全套 服务 代理 ； 联合 运输 代理服务 ； 货物 打包 服务 ； 道路 货物运输 代理 ； 贸易 代理 ； 商品 批发 贸易 许可 审批 类 商品 除外 ； 商品 零售 贸易 许可 审批 类 商品 除外 ； 货物 进出口 专营 专控 商品 除外 ； 技术 进出口 ； 销售 本 公司 生产 的 产品 国家 法律法规 禁止 经营 的 项目 除外 ； 涉及 许可 经营 的 产品 需 取得 许可证 后方 可 经营 ； 计算机 技术开发 技术 服务 ； 能源技术 研究 技术开发 服务 ； 物 联网 技术 研究 开发 ； 铁路 运输设备 技术 服务 ； 机械 技术开发 服务 ； 信息技术 咨询服务 ； 仓储 咨询服务 ； 能源技术 咨询服务 ； 网络 技术 的 研究 开发 ； 软件 开发软件 服务 ； 软件 批发 零售 ； 信息系统 集成 服务 ； 机械设备 装卸 搬运 设备 汽车 冷库 房屋 场地 租赁 不 含 仓储 服务 ； 交通运输 咨询服务 ； 物业管理 ； 道路 货物运输 装卸 搬运 除 快递 服务 ； 货物 专用 运输 集装箱 服务 。,否,是,小型,198,8
亳州市 三达 石材 销售 有限公司,91341600MA2TD17134,2019-01-02,未知类型,王书华,500(万元),500.0,万元,安徽,亳州,安徽省 亳州市 谯城区 魏 武大 道 1296 号 三楼 308,石材 工艺品 金属制品 玻璃制品 陶瓷制品 钢材 木材 销售 ， 建筑 劳务 分包 。,否,否,中型,13,8
合肥 圣裕 人力资源 有限公司,91340104MA2TD0LX11,2019-01-02,未知类型,王祝,50(万元),50.0,万元,安徽,合肥,安徽省 合肥市 蜀山区 长江 西路 与 青阳 路 交叉口 金华 商业街 1 幢 311 室,人力资源 信息 咨询服务 ； 人事代理 服务 ； 企业 管理 咨询 ； 职业 介绍 ； 人才 招聘 测评 ； 保洁 服务 ； 国内 广告设计 制作 发布 与 代理 ； 五金 家电 文化 办公用品 日用百货 的 销售 。,否,否,小型,36,8
利辛县 辉程 网络 电子科技 有限公司,91341623MA2TD4FD0L,2019-01-02,未知类型,陆云峰,100(万元),100.0,万元,安徽,亳州,安徽省 亳州市 利辛县 城关镇 向阳路 元力 广场,计算机软件 设备 销售 及 维修服务 ， 安防 监控 设备 广播 音响设备 网络设备 安装 服务 ； 家用电器 通讯器材 数码产品 办公 耗材 日用百货 五金交电 销售 ， 弱电 工程 。,否,否,中型,27,8
合肥 悦顺特 科技 有限公司,91340111MA2TD0HA86,2019-01-02,未知类型,荣东,300(万元),300.0,万元,安徽,合肥,合肥市 包河区 包河 大道 与 花园 大道 交口 城邦 花园 写字楼 B - 办 1216 室,网络科技 领域 的 技术开发 技术咨询 技术 服务 ； 游戏软件 设计 制作 ； 网络游戏 开发 及外 包 服务 ； 计算机 软硬件 及 辅助 设备 销售 。,否,否,中型,25,8
六安市 叶集区 强生 木材 加工厂,92341500MA2TCYQY9N,2019-01-02,个体工商户,孟强生,0(万元),0.0,万元,安徽,六安,六安市 叶集区 新桥 村,木材 成品 半成品 及其 卷皮 加工 与 销售,否,是,微型,8,8
亳州 凤春 药业 有限公司,91341600MA2TD1NA95,2019-01-02,未知类型,杨权威,100(万元),100.0,万元,安徽,亳州,安徽省 亳州市 经开区 魏 武大 道 康美 亳州 华佗 国际 中药 城 21222 号,中药材 购销 ( 系 未经 炮制 及 药品 标准 或 炮制 规范 允许 初加工 的 中药材 ) 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动,否,是,中型,33,8
全椒县 荣信 轮胎 销售 有限公司,91341124MA2TD2AT48,2019-01-02,未知类型,沈永荣,30(万元),30.0,万元,安徽,滁州,安徽省 滁州市 全椒县 襄河 镇南 门路 30 号 105106107 号 门面,轮胎 销售 。,否,否,小型,3,8
六安 青网 园区 投资 有限公司,91341503MA2TD1N82K,2019-01-02,未知类型,张丽敏,100(万元),100.0,万元,安徽,六安,安徽省 六安市 裕安区 经济 开发区 金裕 大道 高新技术 产业园,"园区 投资 建设 运营 管理 , 物业管理 , 企业 管理 , 商务信息 咨询 ( 不 含 金融 投资 类 ) , 物流 信息 咨询 , 市场 调查 , 房屋 租赁 , 房屋中介 , 房地产 开发 , 仓储 服务 ( 不 含 危险品 ) , 计算机网络 信息技术 开发技术 服务 , 施工 劳务 ( 不 含 劳务 派遣 ) , 代收 水电费 , 代收 物业费 , 文化 艺术交流 活动 策划 , 文艺创作 , 展览 展示 服务 , 体育赛事 活动 策划 , 计算机信息 系统集成 服务 , 网络 信息技术 推广 。 ( 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动 )",否,否,中型,105,8
亳州市 谯城区 辉映 生物科技 有限公司,91341602MA2TCY4W2J,2019-01-02,未知类型,黄辉,200(万元),200.0,万元,安徽,亳州,安徽省 亳州市 谯城区 五马 镇勺花 行政村 夏庄 9 号,从事 生物科技 领域 内 的 技术开发 技术咨询 技术转让 技术 服务 ； 食品 生产 ， 食品 销售 ， 农副产品 加工 。,否,是,中型,20,8
亳州市 李廷 中 药业 有限公司,91341600MA2TD29X0A,2019-01-02,未知类型,李廷中,100(万元),100.0,万元,安徽,亳州,安徽省 亳州市 经开区 魏 武大 道 康美 亳州 华佗 国际 中药 城 256 号,中药材 购销 系 未经 炮制 及 药品 标准 或 炮制 规范 允许 初加工 的 中药材 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动,否,是,中型,31,8
上海 灰铺 餐饮 管理 有限公司 合肥 分公司,91340111MA2TCYTG0P,2019-01-02,未知类型,许琰,0(万元),0.0,万元,安徽,合肥,合肥市 包河区 金寨路 96 号 中国 科学技术 大学 东校区 内 郭沫若 广场 西侧,餐饮企业 管理 ； 会务 服务 ； 展览 展示 服务 ； 电脑 图文 设计 制作 ； 商务 咨询 ； 市场 营销策划 ； 日用百货 电器设备 电子产品 工艺礼品 销售 ； 餐饮 服务 。,否,否,微型,30,6
亳州市 谯城区 任利峰 木材 加工厂,92341602MA2TD0BF0J,2019-01-02,个体工商户,任利峰,0(万元),0.0,万元,安徽,亳州,谯城区 颜集镇 李沟 行政村 任楼 村双 李路,木材 加工 。,否,是,微型,3,8
东至县 汉香园 农业 发展 有限公司,91341721MA2TCY3B47,2019-01-02,未知类型,刘早胜,500(万元),500.0,万元,安徽,池州,东至县 香隅 镇 老虎 岗村 红日 组,水稻 苗圃 ， 种植 销售 ； 水产品 养殖 销售 ； 种虾 销售 ； 大米 生产 加工 销售 。,是,是,中型,18,8
合肥市 毕瑞 吊装 工程 有限公司,91340100MA2TD26F41,2019-01-02,未知类型,毕瑞,500(万元),500.0,万元,安徽,合肥,合肥市 新站 区 武里 山路 张洼 新村 6 幢 406,吊装 工程 桥梁 架设 工程 钢结构 吊装 工程 精密 设备 吊装 工程施工 ； 货物 装卸 运输 ； 道路 施救 ； 吊装 设备 架桥机 搭机 钢管 钢板 扣件 租赁 ； 吊车 维修保养 租赁 。,否,否,中型,33,8
临泉县 关庙 镇 喜影 蛋鸡 养殖场,92341221MA2TCYD16Y,2019-01-02,个体工商户,王五军,0(万元),0.0,万元,安徽,阜阳,临泉县 关庙 镇西 毛明村,蛋鸡 养殖 销售 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动,是,否,微型,19,8
凤阳 狂想 琴行 艺术 教育 有限公司,91341126MA2TD0892K,2019-01-02,未知类型,周伟,30(万元),30.0,万元,安徽,滁州,安徽省 滁州市 凤阳县 府城镇 东长安街 202 号,艺术 培训 ； 教育 咨询服务 ； 乐器 及 配件 艺术 用品 批发 兼 零售 ； 乐器 租赁 ； 乐器 维修 ； 文体用品 销售 ； 艺术 市场 营销策划 ； 组织 文化 艺术 比赛 ； 承办 文艺演出 影视 传媒 文化 传播 活动 。,否,否,小型,41,8
合肥市 光挺先 商贸 有限公司,91340111MA2TD04U91,2019-01-02,未知类型,赵启兰,500(万元),500.0,万元,安徽,合肥,合肥市 包河区 望江 东路 曙宏 新村 4 栋 102 室,服装 批发 。,否,否,中型,3,8
亳州市 谯城区 义大震 企业 咨询 管理 有限公司,91341602MA2TD2AB70,2019-01-02,未知类型,杨红伟,10(万元),10.0,万元,安徽,亳州,安徽省 亳州市 谯城区 经济 开发区 张良路 东侧 现代 中药 产业 孵化 基地 1 号楼 1415,商务信息 咨询服务 ； 会议 及 展览 服务 ； 市场 调查 ； 市场推广 服务 ； 市场 营销策划 ； 医药 信息 咨询 企业 管理 咨询服务 。,否,否,小型,24,8
利辛县 漫山 花艺 有限公司,91341623MA2TD4WQ59,2019-01-02,未知类型,朱晓敏,50(万元),50.0,万元,安徽,亳州,安徽省 亳州市 利辛县 城关镇 人民 南路 408 巷 10 号,鲜花 定制 ， 家居 气球 设计 与 定制 ， 花艺 培训 ， 婚礼 策划 服务 。,否,否,小型,16,8
亳州市 欣菲 卫生用品 有限公司,91341600MA2TCYAP3M,2019-01-02,未知类型,王凤平,300(万元),300.0,万元,安徽,亳州,安徽省 亳州市 谯城区 城父 镇 小 杨 行政村 前营 33 号,纸制品 加工 销售 ， 卫生用品 日用百货 保洁 用品 批发 零售 。,否,是,中型,11,8
