company_name,credit_code,registration_date,company_type,legal_representative,registered_capital,registered_capital_value,registered_capital_unit,province,city,registration_address,business_scope,is_agriculture,is_manufacturing,company_scale,business_keyword_count,data_quality_score
上海 万原 市场 营销策划 有限公司,91310230MA1K2F551F,2019-01-02,未知类型,赵研,50(万元人民币),0.0,万元,上海,崇明,上海市 崇明 区城桥 镇 乔松路 492 号 一层 4 区 9 室 上海 城桥 经济 开发区,市场 营销策划 ， 企业形象 策划 ， 品牌 管理 ， 企业 管理 咨询 ， 商务信息 咨询 ， 经济 信息 咨询 ， 职业咨询 ， 市场 信息 咨询 与 调查,否,否,微型,27,6
上海 云佰 科技 发展 有限公司,91310117MA1J3AJD76,2019-01-02,未知类型,季文武,"2,000(万元人民币)",0.0,万元,上海,松江,上海市 松江区 泗泾镇 文化路 298 号,数据 科技 计算机 科技 网络科技 信息 科技 智能 科技领域 内 的 技术开发 技术咨询 技术转让 技术 服务 ； 企业 管理 咨询 ； 商务信息 咨询 ； 展览 展示 服务 ； 会务 服务 ； 市场 营销策划 ； 办公用品 电子产品 批发 零售 ； 计算机软件 开发 ； 大 数据服务 ； 人工智能 基础 资源 与 技术 平台 ； 人工智能 基础 软件开发 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动,否,否,微型,72,6
上海 二虎 餐饮 管理 有限公司,91310117MA1J3AJX01,2019-01-02,未知类型,丁亚辉,100(万元人民币),0.0,万元,上海,松江,上海市 松江区 小 昆山 镇港业 路 216 号,餐饮企业 管理,否,否,微型,2,6
上海 三鼎 房地产 经纪 有限公司,91310117MA1J3AK902,2019-01-02,未知类型,刘帅,100(万元人民币),0.0,万元,上海,松江,上海市 松江区 小 昆山 镇港业 路 158 弄 2 号 B169 幢,房地产 经纪 ， 房地产 咨询 ， 物业管理 ， 企业 管理 咨询 ， 商务信息 咨询 ， 市场 营销策划 ， 市场 信息 咨询 与 调查 不得 从事 社会 调查 社会 调研 民意调查 民意测验 ， 展览 展示 服务 ， 家政 服务,否,否,微型,38,6
上海 代先 国际 物流 有限公司,91310230MA1K2F0J4R,2019-01-02,未知类型,代艳灵,500(万元人民币),0.0,万元,上海,崇明,上海市 崇明 区 横沙乡 富民 支路 58 号 A3 - 4262 室 上海 横泰 经济 开发区,国际 货物运输 代理 ， 道路 货物运输 除 危险 化学品 ， 货物运输 代理 ， 仓储 服务 除 危险 化学品 ， 搬运 装卸 服务 ， 停车场,否,否,微型,24,6
上海 二郎 农副产品 有限公司,91310120MA1HQGXA1L,2019-01-02,未知类型,侯庆卓,100(万元人民币),0.0,万元,上海,奉贤,上海市 奉贤区 航南 公路 6666 号 1 幢 5 层 972 室,食用 农产品 的 销售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 。,否,否,微型,22,6
上海 万予 文化 发展 有限公司,91310115MA1HAE621P,2019-01-02,未知类型,WANGKUANLUN,"1,000(万元人民币)",0.0,万元,上海,浦东,上海市浦东新区 黄赵路 318 号 104C5 室,文化 艺术交流 与 策划,否,否,微型,4,6
上海 九锦 企业 管理 咨询 有限公司,91310113MA1GN78F1B,2019-01-02,未知类型,程航,500(万元人民币),0.0,万元,上海,宝山,上海市 宝山区 淞 滨路 500 号 6 幢 B362 室,企业 管理 咨询 ； 商务信息 咨询 ； 财务咨询 ； 企业形象 策划 ； 市场 营销策划 ； 文化 艺术交流 策划 ； 公关活动 策划 ； 会务 服务 ； 办公用品 家具 摄影 器材 体育用品 劳防 用品 计算机 及 配件 的 销售 ； 广告设计 制作 代理 与 发布 ； 动漫 设计 ； 计算机 软硬件 的 开发 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动,否,否,微型,68,6
上海 世秒 信息技术 有限公司,91310117MA1J3AHH7L,2019-01-02,未知类型,黄河,"1,000(万元人民币)",0.0,万元,上海,松江,上海市 松江区 小 昆山 镇港业 路 216 号,从事 信息 计算机 科技领域 内 的 技术开发 技术咨询 技术转让 技术 服务 ； 一类 医疗器械 箱包 皮革制品 服装鞋帽 珠宝饰品 手表 五金配件 家居用品 针纺织品 母婴 用品 文具用品 玩具 日用百货 建材 计算机 软硬件 食用 农产品 除 生猪 产品销售 ； 图文 设计 制作 ； 设计 制作 代理 发布 各类 广告 ； 电子商务,否,否,微型,48,6
上海 云 伙计 财务咨询 有限公司,91310107MA1G0UBM5F,2019-01-02,未知类型,黄建,50(万元人民币),0.0,万元,上海,普陀,上海市 普陀区 绥德 路 889 弄 5 号 281 室,财务咨询 ， 企业 登记 代理 ， 知识产权 代理 ， 商标代理 ， 票务 代理 ， 商务信息 咨询 ， 企业 管理 咨询 ， 旅游 咨询 ， 市场 营销策划 ， 企业形象 策划 ， 体育赛事 策划 ， 电子商务,否,否,微型,34,6
上海 佰毅 特种 材料 有限公司,91310117MA1J3ALL5J,2019-01-02,未知类型,吴小伟,800(万元人民币),0.0,万元,上海,松江,上海市 松江区 车墩 镇莘莘路 32 号 4399,金属制品 金属材料 钢材 建材 日用百货 木材 燃料油 除 危险品 润滑油 针纺织品 纺织 原料 通讯器材 销售 ， 自有 房屋 租赁 ， 网络 计算机信息 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 商务信息 咨询 ， 电子商务 不得 从事 增值 电信 金融业务 ， 建筑装修 装饰 建设工程 专业 施工 ， 机械设备 安装 维修,否,否,微型,50,6
上海 京宛 商贸 有限公司,91310120MA1HQGWDXQ,2019-01-02,未知类型,关宪希,50(万元人民币),0.0,万元,上海,奉贤,上海市 奉贤区 大叶 公路 5225 号 5 幢 4204 室,针纺织品 服装服饰 日用百货 五金制品 家具 装潢 材料 鞋帽 皮革制品 箱包 珠宝首饰 办公用品 批发 零售 ， 电子商务,否,否,微型,16,6
上海 中威 展览 展示 有限公司,91310230MA1K2F9C4N,2019-01-02,未知类型,王萍,"1,000(万元人民币)",0.0,万元,上海,崇明,上海市 崇明 区长 兴镇 潘园 公路 1800 号 3 号楼 53486 室 上海 泰和 经济 发展 区,展览 展示 服务 ， 会务 服务 ， 礼仪 服务 ， 建筑 装饰 装修 建设工程 设计 与 施工 ， 展台 搭建 ， 五金交电 广告 器材 工艺礼品,否,否,微型,25,6
上海 一庭 园林绿化 工程 有限公司,91310117MA1J3AKR8B,2019-01-02,未知类型,蒋永旭,200(万元人民币),0.0,万元,上海,松江,上海市 松江区 石湖 荡镇 石湖 新路 95 号,园林绿化 建设 工程施工 与 设计 ， 市政 公用 建设 工程施工 ， 水暖 电 安装 建设工程 作业 ， 消防设施 建设工程 设计 与 施工 ， 家政 服务 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动,否,否,微型,42,6
上海 亚比 机电设备 有限公司,91310117MA1J3AH24U,2019-01-02,未知类型,彭琴,100(万元人民币),0.0,万元,上海,松江,上海市 松江区 佘 山镇 陶干路 701 号 5 幢,机电设备 安装 销售 ， 建筑 智能化 建设工程 专业 施工 ， 城市 及 道路 照明 建设工程 专业 施工 ， 水利水电 建设 工程施工 ， 建筑 装饰 装修 建设工程 设计 施工 一体化 ， 楼宇 智能化 工程 ， 计算机系统 集成 ， 计算机软件 开发 ， 从事 机电 科技 智能 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 空调设备 暖通 设备 安装 维修 销售 ， 通讯器材 电线电缆 建筑 装饰 材料,否,否,微型,65,6
上海 亿凯 文化传媒 有限公司,91310120MA1HQGT63M,2019-01-02,未知类型,杜春凤,100(万元人民币),0.0,万元,上海,奉贤,上海市 奉贤区 金汇 工业 路 1390 号 4 幢 3225 室,文化 艺术交流 策划 ， 婚庆 服务 ， 礼仪 服务 ， 摄影 服务 ， 会务 服务 ， 展览 展示 服务 ， 影视 策划 ， 舞台艺术 造型 策划 ， 展台 搭建 ， 公关活动 策划 ， 设计 制作 各类 广告 ， 电脑 图文 设计 制作 ， 美术设计 ， 体育赛事 活动 策划 ， 企业形象 策划 ， 企业 管理 咨询 ， 建筑 装饰 装修 建设工程 设计 与 施工 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 。,否,否,微型,81,6
上海 万 成 餐饮 管理 有限公司,91310105MA1FWDPH04,2019-01-02,未知类型,吴晓梅,50(万元人民币),0.0,万元,上海,长宁,上海市 长宁区 虹桥路 1438 号 1 幢 7 层 07 - 02 号 店铺,餐饮 管理 ， 餐饮 服务 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动,否,否,微型,22,6
上海 仰东 装饰 设计 有限公司,91310120MA1HQGXBXC,2019-01-02,未知类型,王彪,500(万元人民币),0.0,万元,上海,奉贤,上海市 奉贤区 金海 公路 3265 号 14 幢 12268 室,建筑 装饰 装修 建设工程 设计 与 施工 ， 建设 工程施工 劳务 作业 ， 市政 公用 建设 工程施工 ， 园林绿化 工程施工 ， 环境工程 建设工程 专项 设计 ， 办公设备 维修 ， 会务 服务 ， 展览 展示 服务 ， 商务信息 咨询 ， 建筑 装潢 材料 家具 五金交电 机电设备 木制品 工艺品 文具用品 办公用品 日用百货 五金交电 电子产品 批发 零售 ， 物业管理 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 。,否,否,微型,74,6
上海 亿发 洗涤 服务 有限公司,91310117MA1J3AK31Y,2019-01-02,未知类型,陈红燕,100(万元人民币),0.0,万元,上海,松江,上海市 松江区 叶榭镇 叶旺路 1 号 三楼,洗涤 服务 ； 园林绿化 工程 ； 自有 房屋 租赁 ； 物业管理 ； 餐饮企业 管理 ； 电子商务,否,否,微型,16,6
上海 习声 建筑工程 有限公司,91310120MA1HQGTF7B,2019-01-02,未知类型,史武海,300(万元人民币),0.0,万元,上海,奉贤,上海市 奉贤区 金海 公路 4808 弄 30 号 408 室,建筑 装饰 装修 建设工程 设计 与 施工 ， 水利水电 建设 工程施工 ， 钢结构 建设工程 专业 施工 ， 防水 防腐 保温 建设工程 专业 施工 ， 市政 公用 建设 工程施工 ， 风景园林 建设工程 专项 设计 ， 弱电 工程施工 ， 机电设备 空调设备 安装 批发 零售 ， 建筑 装潢 材料 木制品 五金交电 办公用品 门窗 不锈钢 制品 化工原料 及 产品,否,否,微型,55,6
上海 乐蜀 建筑工程 有限公司,91310230MA1K2F6D3K,2019-01-02,未知类型,张金妹,"1,000(万元人民币)",0.0,万元,上海,崇明,上海市 崇明 区 横沙乡 富民 支路 58 号 D3 - 472 室 上海 横泰 经济 开发区,水利水电 工程 ， 房屋建筑 工程 ， 市政 公用 工程 ， 地基 与 基础 工程 ， 钢结构 工程 ， 机电设备 安装 工程 ， 建筑 装饰 装修 工程 ， 建筑 防水工程 ， 防腐 保温 工程 ， 通信工程 ， 环保 工程 ， 建筑 智能化 工程 ， 消防工程 ， 城市 与 道路 照明 工程 ， 管道工程 ， 河湖 整治 工程 ， 建筑 幕墙 工程 ， 脚手架 工程 ， 起重 设备 安装 工程 ， 建筑 劳务 分包 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动,否,否,微型,89,6
上海 上行 线 文化 传播 有限公司,91310114MA1GW3G597,2019-01-02,未知类型,王君,50(万元人民币),0.0,万元,上海,嘉定,上海市 嘉定区 菊园 新区 环城路 2222 号 1 幢 J3409 室,文化 艺术交流 策划 ， 图文 设计 制作 ， 舞台 设计 布置 ， 商务 咨询 ， 企业 管理 咨询 ， 市场 信息 咨询 与 调查 不得 从事 社会 调查 社会 调研 民意调查 民意测验 ， 市场 营销策划 ， 创意 服务 ， 展览 展示 服务 ， 会务 服务 ， 利用 自有 媒体 发布 广告 ， 财务咨询 不得 从事 代理 记账 ， 办公用品 文具用品 工艺品,否,否,微型,61,6
上海 乐必科 企业 发展 有限公司,91310120MA1HQGW62X,2019-01-02,未知类型,孙根党,50(万元人民币),0.0,万元,上海,奉贤,上海市 奉贤区 庄行 镇 光明 中心 路 68 号 4 幢 6 层 620 室,从事 计算机信息 科技领域 内 的 技术 服务 技术咨询 技术开发 技术转让 ， 商务信息 咨询 ， 文化 艺术交流 策划 ， 企业 管理 咨询 ， 会务 服务 ， 展览 展示 服务 ， 图文 设计 制作 ， 美术设计 ， 市场 信息 咨询 与 调查 不得 从事 社会 调查 社会 调研 民意调查 民意测验 ， 酒店用品 工艺礼品 文具用品 办公用品 批发 零售 ， 自有 设备 租赁 ， 电子商务,否,否,微型,61,6
上海 依图 商贸 有限公司,91310116MA1JBEQH9Y,2019-01-02,未知类型,屠文英,100万元人民币,0.0,万元,上海,金山,上海市 金山区 卫昌路 315 号 2 幢 1466 室,"化妆品 , 美容美发 用品 , 日用百货 , 五金交电 , 家居饰品 , 酒店用品 及 设备 , 家居用品 , 床上用品 , 工艺礼品 , 办公设备 , 旅游 用品 , 电子 数码产品 , 电子产品 , 通讯器材 , 通信 设备 及 相关 产品 , 计算机软件 及 辅助 设备 销售 , 电子商务 ( 不得 从事 增值 电信 金融业务 ) , 计算机信息 系统集成 服务 , 计算机信息 技术 咨询服务 , 网页 设计 制作 , 商务信息 咨询 。 ...",否,否,微型,70,6
上海 体特宝 体育 发展 有限公司 浦东 第二 分公司,91310115MA1HAE699P,2019-01-02,未知类型,徐顺湖,0(万元),0.0,万元,上海,浦东,上海市浦东新区 东煦路 666 号 101 室,体育赛事 策划 ， 票务 代理 ， 企业形象 策划 ， 会展 服务 ， 摄影 服务 ， 各类 广告 的 设计 制作 代理 发布 ， 电脑 图文 设计 制作 ， 文化 艺术交流 活动 策划 ， 文化 办公用品 鞋帽 服饰 日用百货 体育用品 工艺美术品,否,否,微型,40,6
上海 三顺 咨询 管理 有限公司,91310000MA1HQGXF2Q,2019-01-02,未知类型,MELVINMOHCHUNHO,10(万美元),0.0,万元,上海,奉贤,上海市 奉贤区 奉浦 工业区 奉浦 大道 111 号 6 楼 2478 室,体育赛事 策划 咨询 ， 企业形象 策划 ， 文化 艺术交流 与 策划 演出 经纪 除外 ， 会务 服务 主办 承办 会展 除外 ， 公关活动 策划 ， 设计 制作 代理 发布 国内外 各类 广告 ， 餐饮 管理 ， 企业 管理 咨询 ， 商务信息 咨询 ， 体育 经纪,否,否,微型,45,6
上海 主爱 计算机信息 技术 有限公司,91310113MA1GN77F52,2019-01-02,未知类型,刘飞,10(万元人民币),0.0,万元,上海,宝山,上海市 宝山区 沪 太路 6397 号 1 - 2 层 A5224 室,从事 信息 科技领域 内 的 技术咨询 技术开发 技术转让 技术 服务 ； 办公用品 计算机 耗材 计算机 及其 配件 计算机 软硬件 电子设备 通讯设备 机电设备 五金交电 家用电器 的 销售 ； 家电 维修 安装 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动,否,否,微型,47,6
上海 众魁 网络科技 中心,91310230MA1K2F5J6C,2019-01-02,个人独资企业,李小平,0(万元),0.0,万元,上海,崇明,上海市 崇明 区长 兴镇 潘园 公路 1800 号 3 号楼 39818 室 上海 泰和 经济 发展 区,从事 网络通讯 计算机 光电 信息 软件 科技领域 内 的 技术开发 技术转让 技术咨询 技术 服务 ， 商务信息 咨询 ， 企业 管理 咨询 ， 市场 营销策划 ， 电脑 图文 设计 制作 ， 会务 服务 ， 展览 展示 服务 ， 企业形象 策划 ， 文化 艺术交流 与 策划 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动,否,否,微型,61,8
上海 亿塘 信息技术 有限公司,91310230MA1K2F6FX6,2019-01-02,未知类型,黄瑛,100(万元人民币),0.0,万元,上海,崇明,上海市 崇明 区北 沿 公路 2111 号 3 幢 225 - 25 室 上海 崇明 森林 旅游 园区,信息 计算机 科技领域 内 的 技术开发 技术转让 技术咨询 和 技术 服务 ， 计算机 软硬件 及 辅助 设备 的 销售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动,否,否,微型,36,6
上海 伊清斋 清真 餐饮 管理 有限公司 闵行 分公司,91310112MA1GCAF953,2019-01-02,未知类型,马鸿斌,0(万元),0.0,万元,上海,闵行,上海市 闵行区 申 长路 1688 弄 1 - 12 号 地下 1 层 05 室,餐饮 服务 ， 餐饮企业 管理 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动,否,否,微型,22,6
上海 俏 诸 电子商务 有限公司,91310230MA1K2F6X7G,2019-01-02,未知类型,杨占全,50(万元人民币),0.0,万元,上海,崇明,上海市 崇明 区庙 镇宏海 公路 2052 号 B 幢 8198 室 上海 庙镇 经济 开发区,电子商务 不得 从事 增值 电信 金融业务 ， 服装服饰 针纺织品 皮革制品 珠宝首饰 玉器 家具 日用百货 化妆品 鞋帽 文化 办公用品 床上用品 玩具 五金交电 家用电器 通讯器材 办公设备 眼镜 箱包 工艺礼品,否,否,微型,27,6
上海 佳猷 医疗 科技 有限公司,91310230MA1K2F797H,2019-01-02,未知类型,刘泽,100(万元人民币),0.0,万元,上海,崇明,上海市 崇明 区 横沙乡 富民 支路 58 号 A3 - 4381 室 上海 横泰 经济 开发区,医疗 生物 信息 科技 专业 领域 内 的 技术开发 技术咨询 技术转让 和 技术 服务 ， 营养 健康 咨询服务 ， 会务 服务 ， 展览 展示 服务 ， 医药 信息 咨询 ， 企业 管理 咨询 ， 商务信息 咨询 ， 公关活动 策划 ， 市场 营销策划 ， 设计 制作 代理 发布 各类 广告 ， 家用电器 体育用品 工艺礼品,否,否,微型,53,6
上海 众元 建设 项目管理 有限公司,91310117MA1J3AH40H,2019-01-02,未知类型,顾伟,50(万元人民币),0.0,万元,上海,松江,上海市 松江区 佘 山镇 陶干路 701 号 5 幢,工程 项目管理 ， 财务咨询,否,否,微型,4,6
上海 伟利 广告 有限公司,91310117MA1J3ALA58,2019-01-02,未知类型,潘运波,500(万元人民币),0.0,万元,上海,松江,上海市 松江区 叶榭镇 叶旺路 1 号 1 楼,设计 制作 代理 发布 各类 广告 ， 电脑 图文 设计 制作 除 网页 ， 文化 艺术交流 活动 策划 ， 企业形象 策划 ， 婚庆 礼仪 服务 ， 舞台 设计 及 搭建 ， 电子商务 不得 从事 增值 电信 金融业务 ， 会务 服务 ， 展览 展示 服务 ， 企业 管理 咨询 ， 商务信息 咨询 ， 建筑 装饰 装修 建设工程 设计 施工 一体化 ， 水暖 电 安装 建设工程 作业 ， 机电设备 安装 及 维修 除 特种 ， 园林绿化 工程 ， 消防设施 建设工程 专业 施工 ； 建筑 装饰 材料,否,否,微型,84,6
上海 一线 实业 有限公司,91310113MA1GN78928,2019-01-02,未知类型,唐海军,500(万元人民币),0.0,万元,上海,宝山,上海市 宝山区 沪 太路 6397 号 1 - 2 层 F8 区 1187 室,金属材料 及 制品 服装鞋帽 针纺织品 棉纺织品 皮具 箱包 钟表 珠宝首饰 家用电器 工艺美术品 象牙 及其 制品 除外 文体用品 办公用品 计算机软件 及 辅助 设备 化妆品 日用百货 电子产品 机电设备 机械设备 制冷 设备 卫浴 用品 摄影 器材 摄像 器材 塑料制品 汽车用品 饰品 及 配件 的 批发 及 零售 ； 电脑 图文 设计 制作 ； 设计 制作 发布 代理 广告 ； 钢结构 建设工程 专业 施工 ； 商务信息 咨询 ； 模具设计 加工 限 分支机构 经营 ； 金属制品 加工,否,是,微型,72,6
上海 三宛 文化 发展 有限公司,91310117MA1J3AHD47,2019-01-02,未知类型,朱俊杰,200(万元人民币),0.0,万元,上海,松江,上海市 松江区 新 松江 路 1800 弄 3 号,文化 艺术交流 活动 策划 ， 大型 活动 策划 ， 商务信息 咨询 ， 企业 管理 咨询 ， 健康 管理 咨询 ， 摄影 服务 ， 品牌 管理 ， 企业形象 策划 ， 市场 营销策划 ， 房地产 咨询 不得 从事 房产 经纪 ， 自有 房屋 租赁 ， 展览 展示 服务 ， 会务 服务 ， 影视剧 策划 及 咨询 ， 设计 制作 代理 发布 各类 广告 ， 图文 设计 制作 ， 电子商务,否,否,微型,67,6
上海 众家 房地产 营销策划 有限公司,91310117MA1J3AL70M,2019-01-02,未知类型,马坤,"3,000(万元人民币)",0.0,万元,上海,松江,上海市 松江区 叶榭 镇富 成路 1275 号,房地产 营销策划 ， 市场 营销策划 ， 企业形象 策划 ； 房地产 经纪 ； 物业管理 ； 自有 房屋 租赁 ； 商务信息 咨询 ， 企业 管理 咨询 ； 建筑装修 装饰 建设工程 设计 施工 一体化 ； 网络科技 领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ； 建材,否,否,微型,43,6
上海 东谷 供应链 管理 有限公司,91310230MA1K2F834P,2019-01-02,未知类型,罗翔宇,"1,000(万元人民币)",0.0,万元,上海,崇明,上海市 崇明 区北 沿 公路 2111 号 3 幢 131 - 57 室 上海 崇明 森林 旅游 园区,供应链 管理 ， 企业 管理 咨询 ， 新能源 计算机 电子科技 领域 内 的 技术开发 技术转让 技术咨询 和 技术 服务 ， 塑胶 材料 电线电缆 金属材料 建筑材料 电子产品 汽车配件 五金交电 机电设备 日用百货 文化 办公用品 矿产品 化工原料,否,否,微型,34,6
