company_name,credit_code,registration_date,company_type,legal_representative,registered_capital,registered_capital_value,registered_capital_unit,province,city,registration_address,business_scope,is_agriculture,is_manufacturing,company_scale,business_keyword_count,data_quality_score
广州 烨 霆 科技 有限公司,91440101MA5CKXB65C,2019-01-01,有限责任公司,武文杰,500万人民币,0.0,万元,广东,广州,广州市 天河区 石牌西 路 111 号 20001 房 自主 申报,数据处理 和 存储 服务 ; 信息技术 咨询服务 ; 计算机房 维护 服务 ; 信息系统 集成 服务 ; 软件开发 ; 计算机 零售 ; 计算机 零配件 零售 ; 软件 零售 ; 办公设备 耗材 零售 ; 通信 设备 零售 ; 电气设备 零售 ; 通用机械 设备 零售 ; 计算机 批发 ; 计算机 零配件 批发 ; 软件 批发 ; 办公设备 耗材 批发 ; 通讯设备 及 配套 设备 批发 ; 通讯 终端设备 批发 ; 通用机械 设备 销售 ; ...,否,否,微型,72,8
广州 群大 电子 有限公司,91440101MA5CKXAU5C,2019-01-01,未知类型,张长平,500(万人民币元),0.0,万元,广东,广州,广州市 天河区 天园 街车 陂路 89 号 自主 申报,互联网 商品 零售 许可 审批 类 商品 除外 ; 商品 零售 贸易 许可 审批 类 商品 除外 ; 电子产品 零售 ; 电子 元器件 零售 ; 电子 元器件 批发 ; 电子产品 批发 ; 经营 管理 路桥 电子 收费 系统 ; 电子 通信 与 自动 控制技术 研究 开发 ; 电子 防伪 系统 技术开发 技术 服务 ; 电子产品 检测 ; 电子 工程设计 服务 ; 电子 产品设计 服务 ; 信息 电子 技术 服务 ; 商品 批发 贸易 许可 审批 类 商品 除外 ; 互联网 商品销售 许可 审批 类 商品 除外 ( 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 ),否,否,微型,104,6
上海 埃秀马 生物科技 有限公司 深圳 分公司,91440300MA5FF4TE1D,2019-01-01,未知类型,Ma Chenghua,0(万元),0.0,万元,广东,深圳,深圳市 龙华区 观澜 街道 新澜 社区 观光 路 1301 - 72 号 银星 智界 2 号楼 601 - A 区,从事 生物 技术 领域 内 的 技术 研发 技术咨询 技术 服务,否,否,微型,11,6
广州 特喜 钢材 有限公司,91440101MA5CKXBJ1C,2019-01-01,未知类型,邓纯辉,500(万人民币元),0.0,万元,广东,广州,广州市 天河区 先烈 东路 159 号 10 栋 104 房 ( 自主 申报 ),商品 批发 贸易 许可 审批 类 商品 除外 ; 五金产品 批发 ; 建材装饰 材料 批发 ; 钢材 批发 ; 钢材 零售 ; 建筑材料 设计 咨询服务 ; 五金 零售 ; 五金制品 涂装 喷涂 ; 五金配件 制造 加工 ; 商品 零售 贸易 许可 审批 类 商品 除外 ( 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 ),否,是,微型,63,6
广州 普华 钢材 有限公司,91440101MA5CKXAW11,2019-01-01,未知类型,张长平,500(万人民币元),0.0,万元,广东,广州,广州市 天河区 员村 街 黄埔 大道 中 662 号 自主 申报,商品 批发 贸易 许可 审批 类 商品 除外 ; 玻璃钢 材料 批发 ; 钢材 批发 ; 钢材 零售 ; 玻璃钢 材料 零售 ; 商品 零售 贸易 许可 审批 类 商品 除外 ( 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 ),否,否,微型,49,6
广州 新知 信息 咨询 有限公司,91440101MA5CKXB812,2019-01-01,未知类型,林升,1000万元人民币,0.0,万元,广东,广州,广州市 天河区 渔 东路 112 号 101 房 ( 自主 申报 ),电子商务 信息 咨询 ; 代办 按揭 服务 ; 贸易 咨询服务 ; 社会 法律咨询 ; 法律文书 代理 ; 企业 管理 咨询服务 ; 企业 管理 服务 ( 涉及 许可 经营项目 的 除外 ) ; 投资 咨询服务 ; 市场调研 服务 ; 商品信息 咨询服务 ; 招投标 咨询服务 ; 企业信用 咨询服务 ; 企业信用 评估 评级 服务 ; 为 中小企业 提供 信用 担保 ; 商品 批发 贸易 ( 许可 审批 类 商品 除外 ) ; 互联网 商品销售 ( 许可 审批 ...,否,否,微型,75,6
广州 健科 服装 有限公司,91440101MA5CKXB30R,2019-01-01,未知类型,胡桂,500(万人民币元),0.0,万元,广东,广州,广州市 天河区 恒隆 街 11 号 自主 申报,互联网 商品销售 许可 审批 类 商品 除外 ; 商品 批发 贸易 许可 审批 类 商品 除外 ; 家居饰品 批发 ; 服装辅料 批发 ; 服装 批发 ; 服装 零售 ; 服装辅料 零售 ; 服装 和 鞋帽 出租 服务 ; 商品 零售 贸易 许可 审批 类 商品 除外 ; 互联网 商品 零售 许可 审批 类 商品 除外 ( 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 ),否,否,微型,73,6
广州 皇爵 贸易 有限公司,91440101MA5CKXBD2A,2019-01-01,未知类型,高力,"3,000(万人民币元)",0.0,万元,广东,广州,广州市 天河区 石牌西 路 111 号 20002 房 ( 自主 申报 ),商品 批发 贸易 许可 审批 类 商品 除外 ; 技术 进出口 ; 货物 进出口 专营 专控 商品 除外 ; 贸易 代理 ; 电工 金具 的 销售 ; 电工器材 的 批发 ; 电线电缆 批发 ; 环保 设备 批发 ; 电子产品 批发 ; 电子 元器件 批发 ; 办公设备 批发 ; 仪器仪表 批发 ; 办公设备 耗材 批发 ; 软件 批发 ; 计算机 零配件 批发 ; 计算机 批发 ; 电气设备 批发 ; 五金产品 批发 ; 汽车 零配件 批发 ; 农业机械 批发 ; 建材装饰 材料 批发 ; 乐器 批发 ; 游艺 及 娱乐 用品 批发 ; 玩具 批发 ; 体育用品 及 器材 批发 ; 文具用品 批发 ; 家居饰品 批发 ; 婴儿用品 批发 ; 家具 批发 ; 箱包 批发 ; 眼镜 批发 ; 钟表 批发 ; 家用电器 批发 ; 灯具 装饰 物品 批发 ; 日用 器皿 及 日用 杂货 批发 ; 清洁用品 批发 ; 化妆品 及 卫生用品 批发 ; 帽 批发 ; 鞋 批发 ; 服装 批发 ; 纺织品 针织品 及 原料 批发 ; 软件开发 ; 信息系统 集成 服务 ; 计算机房 维护 服务 ; 信息技术 咨询服务 ; 数据处理 和 存储 服务 ; 集成电路 设计 ( 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 ),否,否,微型,196,6
广州 江博 贸易 有限公司,91440101MA5CKXB22Y,2019-01-01,未知类型,胡桂,500(万人民币元),0.0,万元,广东,广州,广州市 天河区 天园 街 黄埔 大道 中 199 号 自主 申报,商品 批发 贸易 许可 审批 类 商品 除外 ; 贸易 代理 ; 商品 零售 贸易 许可 审批 类 商品 除外 ; 贸易 咨询服务 ( 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 ),否,否,微型,41,6
广州 国伟 科技 有限公司,91440101MA5CKXC53T,2019-01-01,未知类型,蔡国伟,"3,000(万人民币元)",0.0,万元,广东,广州,广州市 天河区 上元岗 东头 岗 一巷 2 号 101 房 ( 自主 申报 ),数据处理 和 存储 服务 ; 信息技术 咨询服务 ; 计算机房 维护 服务 ; 信息系统 集成 服务 ; 软件开发 ; 计算机 零售 ; 计算机 零配件 零售 ; 软件 零售 ; 办公设备 耗材 零售 ; 通信 设备 零售 ; 电气设备 零售 ; 通用机械 设备 零售 ; 计算机 批发 ; 计算机 零配件 批发 ; 软件 批发 ; 办公设备 耗材 批发 ; 通讯设备 及 配套 设备 批发 ; 通讯 终端设备 批发 ; 通用机械 设备 销售 ; 电气 机械设备 销售 ; 贸易 代理 ; 佣金 代理 ; 货物 进出口 专营 专控 商品 除外 ; 技术 进出口 ; 企业 管理 咨询服务 ; 企业形象 策划 服务 ; 策划 创意 服务 ; 广告业 ; 软件 服务 ; 计算机 技术开发 技术 服务 ( 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 ),否,否,微型,130,6
广州 碧晨 科技 有限公司,91440101MA5CKXBT3T,2019-01-01,未知类型,王双,"3,000(万人民币元)",0.0,万元,广东,广州,广州市 天河区 东圃 一横路 112 号 102 室 ( 自主 申报 ),数据处理 和 存储 服务 ; 信息技术 咨询服务 ; 计算机房 维护 服务 ; 信息系统 集成 服务 ; 软件开发 ; 计算机 零售 ; 计算机 零配件 零售 ; 软件 零售 ; 办公设备 耗材 零售 ; 通信 设备 零售 ; 电气设备 零售 ; 通用机械 设备 零售 ; 计算机 批发 ; 计算机 零配件 批发 ; 软件 批发 ; 办公设备 耗材 批发 ; 通讯设备 及 配套 设备 批发 ; 通讯 终端设备 批发 ; 通用机械 设备 销售 ; 电气 机械设备 销售 ; 贸易 代理 ; 佣金 代理 ; 货物 进出口 专营 专控 商品 除外 ; 技术 进出口 ; 企业 管理 咨询服务 ; 企业形象 策划 服务 ; 策划 创意 服务 ; 广告业 ; 软件 服务 ; 计算机 技术开发 技术 服务 ( 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 ),否,否,微型,130,6
广州 尚喜 贸易 有限公司,91440101MA5CKXAT7H,2019-01-01,未知类型,张长平,500(万人民币元),0.0,万元,广东,广州,广州市 天河区 林和东 外巷 2 号 之二 自主 申报,电子产品 批发 ; 电子 元器件 批发 ; 商品 批发 贸易 许可 审批 类 商品 除外 ; 贸易 代理 ; 商品 零售 贸易 许可 审批 类 商品 除外 ; 贸易 咨询服务 ; 电子 元器件 零售 ; 电子产品 零售 ; 电子商务 信息 咨询 ( 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 ),否,否,微型,59,6
广州 柯 基兰 贸易 有限公司,91440101MA5CKXB57H,2019-01-01,未知类型,武文杰,500(万人民币元),0.0,万元,广东,广州,广州市 天河区 石牌 上谷 大街 13 号 1C02 房 自主 申报,商品 批发 贸易 许可 审批 类 商品 除外 ; 技术 进出口 ; 货物 进出口 专营 专控 商品 除外 ; 贸易 代理 ; 电工器材 的 批发 ; 电线电缆 批发 ; 办公设备 耗材 批发 ; 软件 批发 ; 计算机 零配件 批发 ; 计算机 批发 ; 电气设备 批发 ; 五金产品 批发 ; 汽车 零配件 批发 ; 农业机械 批发 ; 建材装饰 材料 批发 ; 体育用品 及 器材 批发 ; 文具用品 批发 ; 家用电器 批发 ; 灯具 装饰 物品 批发 ; 化妆品 及 卫生用品 批发 ; 帽 批发 ; 鞋 批发 ; 服装 批发 ; 纺织品 针织品 及 原料 批发 ; 软件开发 ; 信息系统 集成 服务 ; 计算机房 维护 服务 ; 信息技术 咨询服务 ; 数据处理 和 存储 服务 ; 集成电路 设计 ( 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 ),否,否,微型,134,6
广州 建国 科技 有限公司,91440101MA5CKXBF92,2019-01-01,未知类型,高力,"3,000(万人民币元)",0.0,万元,广东,广州,广州市 天河区 石牌西 路 111 号 20004 房 自主 申报,数据处理 和 存储 服务 ; 信息技术 咨询服务 ; 计算机房 维护 服务 ; 信息系统 集成 服务 ; 软件开发 ; 计算机 零售 ; 计算机 零配件 零售 ; 软件 零售 ; 办公设备 耗材 零售 ; 通信 设备 零售 ; 电气设备 零售 ; 通用机械 设备 零售 ; 计算机 批发 ; 计算机 零配件 批发 ; 软件 批发 ; 办公设备 耗材 批发 ; 通讯设备 及 配套 设备 批发 ; 通讯 终端设备 批发 ; 通用机械 设备 销售 ; 电气 机械设备 销售 ; 贸易 代理 ; 佣金 代理 ; 货物 进出口 专营 专控 商品 除外 ; 技术 进出口 ; 企业 管理 咨询服务 ; 企业形象 策划 服务 ; 策划 创意 服务 ; 广告业 ; 软件 服务 ; 计算机 技术开发 技术 服务 ( 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 ),否,否,微型,130,6
广州 满全 科技 有限公司,91440101MA5CKXBW8C,2019-01-01,未知类型,梁满乾,"1,000(万人民币元)",0.0,万元,广东,广州,广州市 天河区 棠 下 街棠 东 丰乐 大街 16 号 ( 自主 申报 ),集成电路 设计 ; 数据处理 和 存储 服务 ; 信息技术 咨询服务 ; 计算机房 维护 服务 ; 信息系统 集成 服务 ; 软件开发 ; 网络 技术 的 研究 开发 ; 网络 信息技术 推广 服务 ; 网络安全 信息 咨询 ; 互联网 商品销售 许可 审批 类 商品 除外 ; 互联网 商品 零售 许可 审批 类 商品 除外 ( 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 ),否,否,微型,70,6
广州 君巍 科技 有限公司,91440101MA5CKXC88D,2019-01-01,未知类型,蔡国伟,"3,000(万人民币元)",0.0,万元,广东,广州,广州市 天河区 上元岗 东头 岗 一巷 2 号 102 房 ( 自主 申报 ),数据处理 和 存储 服务 ; 信息技术 咨询服务 ; 计算机房 维护 服务 ; 信息系统 集成 服务 ; 软件开发 ; 计算机 零售 ; 计算机 零配件 零售 ; 软件 零售 ; 办公设备 耗材 零售 ; 通信 设备 零售 ; 电气设备 零售 ; 通用机械 设备 零售 ; 计算机 批发 ; 计算机 零配件 批发 ; 软件 批发 ; 办公设备 耗材 批发 ; 通讯设备 及 配套 设备 批发 ; 通讯 终端设备 批发 ; 通用机械 设备 销售 ; 电气 机械设备 销售 ; 贸易 代理 ; 佣金 代理 ; 货物 进出口 专营 专控 商品 除外 ; 技术 进出口 ; 企业 管理 咨询服务 ; 企业形象 策划 服务 ; 策划 创意 服务 ; 广告业 ; 软件 服务 ; 计算机 技术开发 技术 服务 ( 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 ),否,否,微型,130,6
广州 善道 钢材 有限公司,91440101MA5CKXB49N,2019-01-01,未知类型,胡桂,500(万人民币元),0.0,万元,广东,广州,广州市 天河区 冼村 街 黄埔 大道 西 106 号 1001 室 自主 申报,五金产品 批发 ; 建材装饰 材料 批发 ; 玻璃钢 材料 批发 ; 钢材 批发 ; 钢材 零售 ; 玻璃钢 材料 零售 ; 五金 零售 ( 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 ),否,否,微型,41,6
广州 溪源 科技 有限公司,91440101MA5CKXBQ9B,2019-01-01,未知类型,王双,"3,000(万人民币元)",0.0,万元,广东,广州,广州市 天河区 东圃 一横路 112 号 103 室 自主 申报,数据处理 和 存储 服务 ; 信息技术 咨询服务 ; 计算机房 维护 服务 ; 信息系统 集成 服务 ; 软件开发 ; 计算机 零售 ; 计算机 零配件 零售 ; 软件 零售 ; 办公设备 耗材 零售 ; 通信 设备 零售 ; 电气设备 零售 ; 通用机械 设备 零售 ; 计算机 批发 ; 计算机 零配件 批发 ; 软件 批发 ; 办公设备 耗材 批发 ; 通讯设备 及 配套 设备 批发 ; 通讯 终端设备 批发 ; 通用机械 设备 销售 ; 电气 机械设备 销售 ; 贸易 代理 ; 佣金 代理 ; 货物 进出口 专营 专控 商品 除外 ; 技术 进出口 ; 企业 管理 咨询服务 ; 企业形象 策划 服务 ; 策划 创意 服务 ; 广告业 ; 软件 服务 ; 计算机 技术开发 技术 服务 ( 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 ),否,否,微型,130,6
广州 翩然 贸易 有限公司,91440101MA5CKXC29A,2019-01-01,未知类型,谭日新,"3,000(万人民币元)",0.0,万元,广东,广州,广州市 天河区 东圃 一横路 112 号 104 室 自主 申报,安全 技术 防范 产品 批发 ; 环保 设备 批发 ; 电子产品 批发 ; 电子 元器件 批发 ; 办公设备 批发 ; 仪器仪表 批发 ; 商品 批发 贸易 许可 审批 类 商品 除外 ; 技术 进出口 ; 货物 进出口 专营 专控 商品 除外 ; 贸易 代理 ; 电工器材 的 批发 ; 电线电缆 批发 ; 办公设备 耗材 批发 ; 软件 批发 ; 计算机 零配件 批发 ; 计算机 批发 ; 电气设备 批发 ; 五金产品 批发 ; 农业机械 批发 ; 建材装饰 材料 批发 ; 体育用品 及 器材 批发 ; 文具用品 批发 ; 家居饰品 批发 ; 婴儿用品 批发 ; 家具 批发 ; 箱包 批发 ; 眼镜 批发 ; 钟表 批发 ; 家用电器 批发 ; 彩灯 花灯 销售 ; 日用 器皿 及 日用 杂货 批发 ; 清洁用品 批发 ; 卫生 盥洗 设备 及 用具 批发 ; 化妆品 及 卫生用品 批发 ; 帽 批发 ; 鞋 批发 ; 服装 批发 ; 纺织品 针织品 及 原料 批发 ; 软件开发 ; 信息系统 集成 服务 ; 计算机房 维护 服务 ; 信息技术 咨询服务 ; 数据处理 和 存储 服务 ; 集成电路 设计 ( 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 ),否,否,微型,187,6
广州 兆祥 贸易 有限公司,91440101MA5CKXAN8G,2019-01-01,未知类型,杨盛,500(万人民币元),0.0,万元,广东,广州,广州市 天河区 沙 东街 濂 泉路 16 号 ( 自主 申报 ),电子产品 批发 ; 互联网 商品销售 许可 审批 类 商品 除外 ; 商品 批发 贸易 许可 审批 类 商品 除外 ; 商品 零售 贸易 许可 审批 类 商品 除外 ; 互联网 商品 零售 许可 审批 类 商品 除外 ; 电子产品 零售 ; 电子 产品设计 服务 ; 家用 电子产品 修理 ( 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 ),否,否,微型,66,6
广州港 都 电子 有限公司,91440101MA5CKXAMXG,2019-01-01,未知类型,杨盛,500(万人民币元),0.0,万元,广东,广州,广州市 天河区 泰安 南路 120 号 ( 自主 申报 ),商品 批发 贸易 许可 审批 类 商品 除外 ; 五金产品 批发 ; 电子产品 批发 ; 电子 元器件 批发 ; 电子 元器件 零售 ; 电子产品 零售 ; 电子 通信 与 自动 控制技术 研究 开发 ; 电子 防伪 系统 技术开发 技术 服务 ; 电子产品 检测 ; 电子 工程设计 服务 ; 电子 产品设计 服务 ; 五金 零售 ; 商品 零售 贸易 许可 审批 类 商品 除外 ( 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 ),否,否,微型,81,6
宛筠 美 ( 深圳 ) 企业 管理 有限公司,91440300MA5FF4R470,2019-01-01,未知类型,王少平,10（万元）,0.0,万元,广东,深圳,深圳市 宝安区 西乡 街道 蚝业 社区 宝源路 1053 号 资信 达 大厦 103,企业 管理 咨询 ； 文化教育 咨询 ； 代理 记账 ； 企业 信息 咨询 ； 企业 财务咨询 ； 国内贸易 不 含 专营 专卖 专控 商品 ； 经营 进出口 业务 不 含 限制 项目 。,否,否,微型,33,6
