company_name,credit_code,registration_date,company_type,legal_representative,registered_capital,registered_capital_value,registered_capital_unit,province,city,registration_address,business_scope,is_agriculture,is_manufacturing,company_scale,business_keyword_count,data_quality_score
东海县 凡斯 服装 有限公司,91320722MA1XPYF380,2019-01-02,未知类型,马田,50万元人民币,0.0,万元,江苏,连云港,连云港市 东海县 和平东路 50 号 南阳 . 晶 和 国际 广场 2 - 118 - 2 铺,"服装 日用百货 珠宝饰品 及其 他 饰品 鞋帽 销售 。 ( 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动 ) * * *",否,否,微型,30,6
东台市 润航 船舶 服务 有限公司,91320981MA1XPR9B6L,2019-01-02,未知类型,金宏芳,"1,080(万元人民币)",0.0,万元,江苏,盐城,东台市 弶 港镇 蹲门 居委会 缪正根 经营性 用房 一层,船舶 租赁 服务 ， 风机 维护 检查 保养 ， 机电设备 安装 检修 调试 维护 技术咨询 ， 机械设备 零配件 销售 。,否,否,微型,20,6
中景 瑞晟 ( 北京 ) 管理 咨询 有限公司 江苏 分公司,91320106MA1XPYB40D,2019-01-02,未知类型,刘刚,0(万元),0.0,万元,江苏,南京,南京市 鼓楼区 中山北路 333 号 101 室,"经济 贸易 咨询 ; 投资 咨询 ; 企业 管理 咨询 ; 企业 管理 ; 市场 调查 ; 企业 策划 设计 ; 会议 服务 ; 承办 展览 展示 活动 ; 组织 文化 艺术交流 活动 ( 不 含 营业性 演出 ) ; 技术开发 技术咨询 技术 服务 技术推广 技术转让 ; 工程 招标 及 代理 。 ( 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动 )",否,否,微型,70,6
上海 益江 建设工程 有限公司 溧阳 分公司,91320481MA1XPX5E1L,2019-01-02,未知类型,戴起鸣,0(万元人民币),0.0,万元,江苏,常州,溧阳市 戴埠 镇西 排河 16 号,受 公司 委托 从事 房屋建筑 工程 市政 公用 工程 建筑装修 装饰 工程 弱电 智能化 工程 机电设备 安装 工程 除 特种设备 地基 与 基础 工程施工 ； 室内装饰 设计 ； 销售 建筑材料 ； 音响设备 销售 及 安装 。,否,否,微型,36,6
丹阳市 华远 工具 有限公司,91321181MA1XPR7T09,2019-01-02,未知类型,张远远,50万元人民币,0.0,万元,江苏,镇江,丹阳市 曲 阿 街道 三桥村 泥亭 村 101 号,"五金工具 电动工具 及 附件 手动 工具 销售 自营 和 代理 各类 商品 及 技术 的 进出口 业务 。 ( 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动 )",否,否,微型,36,6
丰县 青诚 木业 有限公司,91320321MA1XPWG8XA,2019-01-02,未知类型,王丰城,100万元人民币,0.0,万元,江苏,徐州,徐州市 丰县 孙楼 镇 陈楼 2 队村 南路 西,"单板 芯板 板材 木方 木片 锯材 胶合板 细木工板 人造板 纤维板 木地板 板皮 集装箱 木地板 木 楼梯 建筑用 模板 橱柜 家具 竹制品 原木 及 木制品 加工 及 销售 。 ( 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动 )",否,是,微型,46,6
上海 润美 物业管理 有限公司 苏州 分公司,91320506MA1XPWFJ32,2019-01-02,未知类型,曹清奎,0(万元人民币),0.0,万元,江苏,苏州,苏州市 吴中区 长桥 街道 苏蠡路 51 号 7 幢 1615 室,物业管理 ， 保洁 服务 ， 园林绿化 工程 ， 市政工程 ， 市场 信息 咨询 与 调查 不得 从事 社会 调查 社会 调研 民意调查 民意测验 ， 商务 咨询 除 经纪 ， 安全 技术 防范 工程施工 除 专控 ， 建筑 装潢 材料 酒店用品 电子产品 电子 元器件 办公用品 家具 食用 农产品 日用百货 食品 的 销售 ， 停车场 库 管理 ， 房地产 经纪 ， 餐饮企业 管理 ， 绿化 养护 ， 防腐 保温 工程 ， 建筑 防水工程 ， 环保 工程 ， 建筑 装饰 装修 设计 施工 一体化 ， 弱电 工程 ， 石制 建设工程 作业 ， 劳务 派遣 ， 验光 配镜 ， 病患 陪护 服务 。,否,否,微型,99,6
上海 君邦 教育 科技 有限公司 无锡 分公司,91320214MA1XPW9L1Y,2019-01-02,未知类型,赵春花,0(万元),0.0,万元,江苏,无锡,无锡市 新 吴区 长江路 21 - 1 - 1009 ( 创源 大厦 1009 室 ),"教育软件 科技领域 内 的 技术开发 技术咨询 技术转让 技术 服务 ; 文化 艺术交流 活动 策划 ; 企业 管理 咨询 ( 不 含 投资 咨询 ) ; 商务 咨询 ( 不 含 投资 咨询 ) ; 软件开发 维修 ; 设计 制作 代理 和 发布 各类 广告 ; 会务 服务 ; 展览 展示 服务 ; 企业形象 策划 ; 市场 营销策划 ; 计算机网络 系统工程 服务 。 ( 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动 ...",否,否,微型,80,6
东台市 双舍 黑鱼 养殖 专业 合作社,93320981MA1XPWFC67,2019-01-02,未知类型,陈永林,300万元人民币,0.0,万元,江苏,盐城,东台市 东台 镇 苏何 村 二组 106 号,"黑鱼 养殖 销售 。 ( 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动 )",是,否,微型,22,6
东海县 蓝协 金属材料 有限公司,91320722MA1XPUB66G,2019-01-02,未知类型,张竟竟,200万元人民币,0.0,万元,江苏,连云港,连云港市 东海县 桃林 镇 吕庄 村南 300 米 路西,"金属材料 销售 ; 钢材 汽车配件 摩托车 配件 批发 及 销售 。 ( 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动 ) * * *",否,否,微型,32,6
东海县 茁禾 文化 艺术 传播 有限公司,91320722MA1XPWPU7L,2019-01-02,未知类型,牛君,50(万元人民币),0.0,万元,江苏,连云港,连云港市 东海县 牛 山镇 振兴 北路 158 - 8 号,组织 文化 艺术交流 活动 不 含 营业性 演出 ； 艺术 培训 声乐 培训 绘画 培训 舞蹈 培训 ； 会议 服务 ； 健康 咨询 不 含 诊疗 ； 文化用品 玩具 乐器 针纺织品 服装 销售 。,否,否,微型,34,6
上海 勒思 信息 科技 有限公司 南京 分公司,91320191MA1XQ0A20P,2019-01-02,未知类型,孙荣,0(万元人民币),0.0,万元,江苏,南京,南京市 江北 新区 星火 路 9 号 软件 大厦 B座 3 层 302 室,在 隶属 企业 的 经营范围 及 经营 期限内 从事 ： 从事 计算机信息 科技 通信 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ； 自有 设备 租赁 ； 商务信息 咨询 ； 计算机软件 开发 ； 电子 通信 广电 专业 建设工程 设计 ； 通讯 建设 工程施工 ； 通讯设备 计算机软件 及 辅助 设备 的 批发 零售 ； 第二类 增值 电信业务 中 的 信息 服务 业务,否,否,微型,61,6
丹阳市 斯美奇 广告 传媒 有限公司,91321181MA1XQ09T57,2019-01-02,未知类型,何叶,150(万元人民币),0.0,万元,江苏,镇江,丹阳市 开发区 永安 社区 蒋家 村 288 号,制作 设计 代理 发布 广告 ， 承办 展览 展示 技术培训 技术咨询 技术开发 技术 服务 市场营销 ， 企业形象 策划 ， 影视 策划 ， 会议 服务 ， 礼仪 服务 ， 网络 技术 服务 ， 网页 制作 ， 数据库 及 计算机网络 服务 。,否,否,微型,40,6
丰县 伊顿 品牌 管理 有限公司,91320321MA1XPYK800,2019-01-02,未知类型,韩龙飞,10(万元人民币),0.0,万元,江苏,徐州,徐州市 丰县 解放路 南 人民 路北 凤 鸣金 街,品牌 管理 服务 ； 健身器材 销售 。,否,否,微型,7,6
东海县 信达 可 再生资源 有限公司,91320722MA1XPY2A2T,2019-01-02,未知类型,李振群,100万元人民币,0.0,万元,江苏,连云港,连云港市 东海县 温泉镇 西晓庄 村南 500 米,"可 再生资源 ( 不 含 固体废物 危险废物 报废 汽车 等 需经 相关 部门 批准 的 项目 ) 回收 销售 。   ( 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动 ) * * *",否,否,微型,41,6
上海 星巴克 咖啡 经营 有限公司 无锡 南 长街 二店,91320200MA1XPTXP9L,2019-01-02,未知类型,孙畅,0(万元人民币),0.0,万元,江苏,无锡,无锡市 梁溪区 南 长街 366 - 2 号,餐饮 服务 及 相关 配套 服务 ； 餐饮企业 管理 ； 食品 餐饮 器具 和 设备 及 相关 零配件 礼品袋 餐具 服饰 工艺品 象牙 及其 制品 文物 除外 建筑 装潢 材料 钢铁 水泥 除外 玩具 家具 家用电器 电子产品 花卉苗木 自行车 及 电动 自行车 按 产品目录 经营 办公用品 日用 杂货 的 批发 零售 佣金 代理 拍卖 除外 ， 并 提供 相关 配套 服务 及 仓储 服务 危险品 除外 ； 出版物 零售 ； 预付卡 销售 ； 餐饮 器具 和 设备 的 租赁 ； 贸易 信息 咨询 金融信息 服务 除外 ， 商务信息 咨询 ， 会议 服务 ， 礼庆 活动 及 市场 营销策划 。,否,否,微型,99,6
东海县 洁鑫 物业 有限公司,91320722MA1XPUN89A,2019-01-02,未知类型,程兴柱,200万元人民币,0.0,万元,江苏,连云港,连云港市 东海县 牛山 街道 利民 东路 43 号,"物业管理 服务 ; 家政 服务 ; 保洁 服务 ; 房产 中介 服务 ; 绿化 园林工程 施工 养护 ; 房屋 修缮 ; 会议 会展 服务 ; 花卉 租赁 ; 日用百货 建材 销售 。 ( 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动 ) * * *",否,否,微型,53,6
中 泰 供应链 管理 ( 南京 ) 有限公司,91320114MA1XPX3N24,2019-01-02,未知类型,曹平平,"10,000(万元人民币)",0.0,万元,江苏,南京,南京市 雨花台区 板桥 街道 朝阳 西苑 商务大厦 33 幢 11 楼 1114 室,供应链 管理 服务 ； 货运 代理 ； 仓储 服务 ； 商务 咨询 ； 建筑材料 管道配件 塑料制品 装饰 材料 橡 塑制品 卫生洁具 电动工具 饲料 焦炭 日用百货 金属材料 及 制品 矿产品 机械设备 电子设备 及 配件 木材 及 制品 石材 冶金 炉料 五金交电 纸浆 纸制品 化工原料 不 含 危险品 及 产品 的 销售 。,否,否,微型,51,6
东海县 优信 珠宝 有限公司,91320722MA1XPYA1XJ,2019-01-02,未知类型,孙淼,200万元人民币,0.0,万元,江苏,连云港,连云港市 东海县 牛山 街道 郑庄路 124 - 22 号,"水晶 水晶饰品 木制品 珍珠 玉器 玛瑙 宝石 蜜蜡 翡翠 工艺品 摆件 及其 它 珠宝首饰 批发 零售 。 ( 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动 ) * * *",否,否,微型,38,6
中 极 ( 无锡 ) 新 科技 有限公司,91320213MA1XPYHN4P,2019-01-02,未知类型,周红军,10万元人民币,0.0,万元,江苏,无锡,无锡市 梁溪区 中山路 199 号 702 室,计算机软件 及 辅助 设备 工业 机器人 的 技术开发 技术咨询 技术转让 技术 服务 销售 ; 商务 咨询 ( 不 含 投资 咨询 不 含 证券期货 ) 信息技术 咨询服务 ; 电子产品 通讯设备 ( 不 含 卫星 地面 接收 设施 及 发射装置 ) 五金产品 办公用品 工艺品 日用品 的 销售 ; 百货 的 零售 ; 自营 和 代理 各类 商品 及 技术 的 进出口 业务 ( 国家 限定 企业 经营 或 ...,否,是,微型,68,6
东海县 赛锐 再生资源 有限公司,91320722MA1XPWLY4D,2019-01-02,未知类型,马赛,500万元人民币,0.0,万元,江苏,连云港,连云港市 东海县 桃林 镇北芹 口村 8 - 13 号,"可 再生资源 ( 不 含 固体废物 危险废物 报废 汽车 等 需经 相关 部门 批准 的 项目 ) 回收 销售 ; 蓄电池 金属材料 汽车 摩托车 电动车 销售 ; 汽车配件 摩托车 配件 电动车 配件 批发 零售 。 ( 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动 ) * * *",否,否,微型,56,6
东海县 博亿 再生资源 有限公司,91320722MA1XPWJ11T,2019-01-02,未知类型,陈棒棒,500万元人民币,0.0,万元,江苏,连云港,连云港市 东海县 桃林 镇白岭 村 6 - 3 号,"可 再生资源 ( 不 含 固体废物 危险废物 报废 汽车 等 需经 相关 部门 批准 的 项目 ) 回收 销售 ; 蓄电池 金属材料 汽车 摩托车 电动车 销售 ; 汽车配件 摩托车 配件 电动车 配件 批发 零售 。 ( 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动 ) * * *",否,否,微型,56,6
中青旅 江苏 国际 旅行社 有限公司 大桥 北路 营业部,91320191MA1XPY8Q17,2019-01-02,未知类型,李曌,0(万元),0.0,万元,江苏,南京,南京市 江北 新区 大桥 北路 1 号 华侨 银座 216 幢 2 单元 508 室,"在 隶属 企业 的 经营范围 及 经营 期限内 从事 : 入境 旅游 业务 ; 国内 旅游 业务 ; 出境 旅游 业务 ; 代理 销售 车船 航空 客票 ; 百货 工艺美术品 的 销售 ; 旅游 咨询服务 ; 会议 及 展览 服务 ; 代理 销售 航空 意外 伤害 保险 意外 伤害 保险 ; 预 包装 食品 批发 与 零售 ; 组织 文化 艺术交流 活动 ; 设计 制作 代理 发布 各类 广告 。 ( 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后 ...",否,否,微型,84,6
上海 铁化 实业 有限公司 苏州 分公司,91320508MA1XPTEK78,2019-01-02,未知类型,徐晶,0(万元人民币),0.0,万元,江苏,苏州,苏州市 姑苏 区石路 8 号 一楼 H 号,销售 ： 金属材料 化工原料 产品 除 危险品 汽车 零配件 橡塑 五金 建筑 装潢 材料 五金交电 钟表 仪器仪表 针织 服装 文化 体育用品 。,否,否,微型,22,6
东台市 旭恒 金属制品 有限公司,91320981MA1XPQW853,2019-01-02,未知类型,费月萍,200万元人民币,0.0,万元,江苏,盐城,东台市 溱 东镇 罗青路 106 号,"不锈钢 制品 钛 制品 铜制品 铝制品 铁制品 机械配件 管道配件 幕墙 配件 制造 , 金属材料 ( 国家 有 专项 审批 规定 的 项目 除外 ) 销售 。 ( 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动 )",否,是,微型,44,6
丰县 驰鼎 商贸 有限公司,91320321MA1XPWEJ75,2019-01-02,未知类型,李正远,10(万元人民币),0.0,万元,江苏,徐州,徐州市 丰县 师寨 镇 中心 街,钢材 建材 煤炭 焦炭 铁精粉 钛 精粉 铁矿 粉 木制品 化工产品 危险 化学品 除外 日用百货 机电设备 预 包装 食品 销售 ； 货运 代理服务 。,否,否,微型,24,6
东海县 京连 网络科技 有限公司,91320722MA1XPXC602,2019-01-02,未知类型,汪蒙,100万元人民币,0.0,万元,江苏,连云港,连云港市 东海县 牛 山镇 幸福 北路 28 - 2 号,"网络 技术 研发 技术推广 技术 服务 ; 网页 设计 ; 网站 运营 ; 经济 与 商务信息 咨询服务 ( 投资 理财 除外 ) ; 品牌 推广 营销 服务 ; 市场 营销策划 服务 ; 日用百货 办公用品 水晶 及其 他 珠宝首饰 家用电器 电子产品 服装鞋帽 箱包 玩具 建材 五金交电 初级 农产品 预 包装 食品 ( 不 含 冷藏 冷冻 ) 销售 。 ( 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后 ...",否,否,微型,72,6
东台市 思久网 咖 有限公司,91320981MA1XPXCQ4R,2019-01-02,未知类型,陈忠东,100(万元人民币),0.0,万元,江苏,盐城,东台市 东城 大道 8 号 东台 城东 购物 公园 6 幢 101102 室,互联网 上网 服务 ， 餐饮 服务 ， 食品 卷烟 零售 。,否,否,微型,11,6
丰县 原本 体育 培训 有限公司,91320321MA1XPT709J,2019-01-02,未知类型,谢巧妮,10(万元人民币),0.0,万元,江苏,徐州,徐州市 丰县 宋楼 镇 轧花 路南,体育 培训 舞蹈 培训 艺术 培训 。,否,否,微型,7,6
丰县 威腾 木业 有限公司,91320321MA1XPUCF6C,2019-01-02,未知类型,王思皇,100(万元人民币),0.0,万元,江苏,徐州,徐州市 丰县 华山 镇 邢桥 村 郭楼,单板 芯板 板材 木方 木条 木质 家具 及 配件 的 加工 与 销售 ； 原木 收购 与 销售 。,否,是,微型,19,6
中化 岩土 集团股份 有限公司 常州 金坛 分公司,91320413MA1XPX726K,2019-01-02,未知类型,哈庆春,0(万元),0.0,万元,江苏,常州,常州市 金坛 区盐港 中路 69 号 9 幢,工业 交通 与 民用 各类 建筑 项目 的 岩土 工程 勘察 设计 ； 地基 与 基础 工程 的 施工 ； 特种 专业 工程施工 ； 土石方 施工 ； 深基坑 支护 方案 的 施工 ； 岩土 工程质量 检测 与 评价 ； 岩土 工程 新 技术 与 设备 的 开发 研制 ； 岩土 工程技术 咨询 ； 道路 货物运输 ； 地质灾害 治理 工程 小型 项目 的 勘查 设计 施工 ； 销售 工程机械 建筑材料 化工产品 不 含 危险 化学品 及 一类 易制毒 化学品 ； 租赁 工程 机械设备 ； 承包 与 公司 实力 规模 业绩 相适应 的 国外 工程项目 ； 对外 派遣 实施 上述 境外 工程 所 需 的 劳务 人员 ； 工程 咨询 ； 建设工程 质量 检测 ； 技术开发 技术转让 技术咨询 技术 服务 ； 货物 进出口 ； 技术 进出口 ； 环境监测 。,否,是,微型,127,6
丹阳市 常青 塑业 有限公司,91321181MA1XQ01H6K,2019-01-02,未知类型,刘冉,100(万元人民币),0.0,万元,江苏,镇江,丹阳市 访仙镇 萧 家村 萧家 林场,塑料制品 汽车 零部件 装饰 件 灯具 包装 制品 金属制品 的 制造 ， 塑料 粒子 及 制品 汽摩 零部件 装饰 件 灯具 五金 电器 建材 装潢 材料 销售 ， 普通 货物 道路 运输 。,否,是,微型,33,6
东台市 春平 家禽 养殖 有限公司,91320981MA1XPXRM7R,2019-01-02,未知类型,周春平,880(万元人民币),0.0,万元,江苏,盐城,盐城市 东台市 三仓镇 镇东 居委会 五组 周语 富 经营性 用房 内,家禽 养殖 销售 ， 园林绿化 工程 市政工程 施工 ， 花卉苗木 草坪 蔬菜 种植 销售 ， 道路 货物运输 除 危险品 及 爆炸 物品 。,是,否,微型,23,6
东海县 亿源 吊装 有限公司,91320722MA1XPYJK2Y,2019-01-02,未知类型,刘明,300万元人民币,0.0,万元,江苏,连云港,连云港市 东海县 平明 镇大顾村 25 - 10 号,"普通 货物 吊装 服务 ; 起重 设备 安装 工程 房屋建筑 工程 地基基础 工程 钢结构 工程 桥梁工程 设计 施工 ; 建筑工程 机械 租赁 ; 工程 机械设备 销售 。 ( 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动 ) * * *",否,否,微型,48,6
丰县 小步 智学 软件 科技 有限公司,91320321MA1XPT346N,2019-01-02,未知类型,柳承进,10(万元人民币),0.0,万元,江苏,徐州,徐州市 丰县 套楼 沿河路 北侧,软件开发 销售 及 技术 服务 ； 计算机 软硬件 及 辅助 设备 电子产品 销售 。,否,否,微型,14,6
中晟汇 税务 咨询 ( 常州 ) 有限公司,91320402MA1XPW5H39,2019-01-02,未知类型,郭欣,300(万元人民币),0.0,万元,江苏,常州,常州市 天宁区 关 河东路 66 号 1101 室,税务 咨询服务 ， 财务咨询 服务 ， 代理 记账 ， 税务 申报 代理服务 ， 企业 管理 咨询服务 ， 商务信息 咨询 除 投资 咨询 。,否,否,微型,23,6
丹阳市 荣美 五金制品 有限公司,91321181MA1XPYM67X,2019-01-02,未知类型,高美蓉,30(万元人民币),0.0,万元,江苏,镇江,丹阳市 丹 北镇 新桥 金桥 村 五组,五金制品 金属制品 塑料制品 汽车配件 的 生产 。,否,是,微型,7,6
东海县 饰美 珠宝 有限公司,91320722MA1XPY7U8B,2019-01-02,未知类型,孙克华,1000万元人民币,0.0,万元,江苏,连云港,连云港市 东海县 中华路 1 号 新 水晶城 1 - 3F - F - 369 号,"珠宝首饰 箱包 数码产品 家居用品 日用品 办公用品 文化用品 户外用品 五金产品 针纺织品 包装材料 电子产品 服装鞋帽 眼镜 ( 隐形眼镜 除外 ) 钟表 家用电器 工艺品 家具 玩具 餐具 包装 制品 建筑材料 装饰 材料 汽车 及 配件 宠物用品 销售 。 ( 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动 ) * * *",否,否,微型,56,6
东台 星文 建材 有限公司,91320981MA1XPRJ77N,2019-01-02,未知类型,龚国星,100万元人民币,0.0,万元,江苏,盐城,东台市 范公 南路 355 号 明星 家俱 市场 3 幢 1511 室,"建材 销售 。 ( 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动 )",否,否,微型,21,6
丰县 溪霖 农民 用水 专业 合作社,93320321MA1XQ6672F,2019-01-03,未知类型,李德新,100(万元人民币),0.0,万元,江苏,徐州,丰县 宋楼 镇 李川楼 村 7 组 362 号,为 成员 提供 灌溉 服务 以及 农田 除涝 排水 工作 ； 为 成员 中 灌排 工程 的 运行 管理 和 维护 。,否,否,微型,22,6
丹阳市 访仙 镇悦威 五金 加工厂,92321181MA1XQ2989C,2019-01-03,个体工商户,殷国耀,5万人民币,0.0,万元,江苏,镇江,丹阳市 访仙镇 永丰 村 287 号,五金 加工 模具 加工 。,否,是,微型,5,8
东海县 古朗 珠宝 有限公司,91320722MA1XQ6CN17,2019-01-03,未知类型,冒子生,200(万元人民币),0.0,万元,江苏,连云港,连云港市 东海县 水晶 文化 创意 产业园 B 栋 103 室,水晶 水晶饰品 木制品 珍珠 玉器 玛瑙 宝石 蜜蜡 翡翠 工艺品 摆件 及其 它 珠宝首饰 批发 零售 。,否,否,微型,17,6
丹阳市 一昕 金属 制品厂,91321181MA1XQ4LQ8R,2019-01-03,个人独资企业,张丹妮,100万人民币,0.0,万元,江苏,镇江,丹阳市 导墅 镇 镇 东村,金属制品 塑料制品 模具 五金件 车床 加工 。,否,是,微型,7,8
